ORIG,TREND,Imf_0,Imf_1,Imf_2,Imf_3,Imf_4,Imf_5,Imf_6,Imf_7,Imf_8
0.13237357,0.33049950071311945,-0.09536780013909715,0.3398620746548751,-0.21235783782526088,-0.061960660855646665,-0.08698376512078936,-0.01298734484974891,0.0826470914227217,-0.12167552029082898,0.04228469020913406
0.9986564,0.3293654360292177,-0.10895372908493678,0.3714867631165966,-0.21348297211999945,0.07920344144567124,0.07936308415183156,0.000943454671084583,-0.005882099403616907,0.023026290794252155,-0.007230297056590378
0.9357264,0.32741563980219257,-0.12299622456931106,0.3262728555948988,-0.08547370598152326,0.0915288513267811,0.1002062141240221,-0.011076530449602055,-0.07389759724075778,0.08463867359775602,-0.025361855384798116
0.50464624,0.32594584071065574,-0.1346207761154744,0.21140015755615071,0.09884157506283225,-0.05335793730412097,-0.0568574711135289,-0.01645625177025655,0.11419907614924729,-0.16807713320801804,0.05526728610684679
0.2082445,0.325603170586486,-0.14161370799550527,0.046655008650468906,0.22975507649652316,-0.12016254024437557,-0.11004796268088285,0.04259116365819913,-0.09170532826799244,0.20021597478415318,-0.08305821166987072
0.28367147,0.32477932101867074,-0.14469006189170674,-0.14043537559187555,0.22213946607151566,0.006886364024383011,0.02725633566394238,0.01150171746326388,0.00922927057694278,-0.1734767036820109,0.10640275941980429
0.2681738,0.321205507363647,-0.1450203033812746,-0.313674970835568,0.07353514349625054,0.13419815759587297,0.11482935276835,-0.0723932284253747,0.09423424232202612,0.10009258854938975,-0.12086404136855372
-0.7123778,0.3181472774647206,-0.13661586952214058,-0.42476336436216583,-0.12080550899309114,0.0652942101691974,0.01648745033988269,0.021256138739638247,-0.14251058918611198,0.004845238016468525,0.13008676396231852
-1.2033571,0.31881128230573547,-0.11397538016378246,-0.4356712191782861,-0.23753169289476694,-0.10911175135048821,-0.10809331529354611,0.09054902977346896,0.09013001688412685,-0.11597799115936137,-0.13761770456741154
-0.29786363,0.322941379051569,-0.0773531336654236,-0.3376355804746229,-0.20938171696100658,-0.13952609256705847,-0.06956119624781305,-0.0761336512141233,0.026713375281969858,0.1944736571406733,0.1391200923796715
0.45873132,0.3317792590898527,-0.02729801253011625,-0.14911118449775076,-0.057493400105347744,0.031592496567032224,0.0811940762519283,-0.09337334488468393,-0.1341329621575793,-0.2189889797548706,-0.1382444135488188
1.214141,0.3438273428495304,0.030120836407399692,0.08052603945918206,0.11588647731266857,0.15756956989821813,0.10136349391961415,0.12221161620586708,0.14252428819187737,0.1692887982825395,0.1267225077014352
1.1512672,0.35090790819517953,0.08002796038397338,0.280640038179529,0.1907801732277218,0.043142024844028154,-0.05917705202527054,0.06597983266169147,-0.04563899255492983,-0.05813727364543797,-0.10309892390364019
0.08995548,0.35482072777621987,0.12050107283775933,0.40601968112700865,0.13664406651508643,-0.11985497790155528,-0.10787852008709178,-0.14178926786056117,-0.06809800532383893,-0.06635046061177803,0.07726251202455929
0.68472594,0.3576242265448795,0.15151776429981656,0.4339029935696855,0.01018286670762176,-0.08309542203005171,0.044810769756970036,-0.02382144686221676,0.11988980095975331,0.1626240307527238,-0.05080013375964726
0.42262462,0.3591488156148509,0.1710821540174294,0.36131152527188604,-0.09691515664296137,0.0697506774949648,0.10963029626913351,0.14646181588671592,-0.08658061627161277,-0.2009139864405963,0.02492525671849585
0.38304174,0.35748812580166184,0.17593161625248213,0.20529938731441993,-0.1189692596624569,0.09143135123812493,-0.032771905181416046,-0.020509437904877255,0.005085199247516453,0.1718958849144452,-4.7567614428622185e-05
0.17861305,0.3520241463161239,0.1655934923116453,0.0038458221732393465,-0.05041266016576649,-0.0250127701256638,-0.10523977748000887,-0.13257852455758207,0.06901567354737617,-0.08358683831736978,-0.0193433524387712
-0.079079315,0.3417403167402438,0.1407416347741745,-0.19472767121146015,0.05330833300088112,-0.07342292960262892,0.028347108733227388,0.06520569821621945,-0.08648428204610406,-0.028846717090274372,0.03578034378023514
0.67542344,0.32570067199353353,0.10395380589300618,-0.34175616615485416,0.11713506512095002,0.01287330467219735,0.11043325027031439,0.11372644308138694,0.05430551862636933,0.1331495785645054,-0.0432618429862303
-0.20917256,0.30633961030205575,0.06350682211417048,-0.39498214048555186,0.10258499622646694,0.07633545553450077,-0.008123114386386694,-0.08883392366417331,0.009687954591221655,-0.18540749417336977,0.048564982466322
-0.21116687,0.28819801028821324,0.030497709371137653,-0.3340310628996487,0.02622808150553088,0.005656545495445133,-0.10470268501339504,-0.08264232288507756,-0.06284523533673121,0.1675680659334515,-0.053094436559569615
-0.17698148,0.27097670296920784,0.009028279887083138,-0.17876287219438639,-0.06677287525159493,-0.08975732417036741,-0.019193282066028685,0.09354359146098962,0.06636059842189469,-0.09231461955451667,0.05440967869972486
-0.83811146,0.2554627655706382,0.002416981752505239,0.02423945863023511,-0.12175813624622937,-0.04232345381756922,0.08959158314441476,0.05071941499290754,-0.02512606153276558,-0.012905015177289451,-0.05455245371737346
1.2898834,0.2404375219606405,0.009469811877957635,0.21180421607431635,-0.11029542013821073,0.0829829435627921,0.035552734337120695,-0.09475175002150527,-0.03216144445207238,0.10562883826989515,0.05112250951885171
1.0929884,0.22321525462861347,0.025618362772476658,0.3252777677337728,-0.04258285035752659,0.080672130535451,-0.07415010204257,-0.02401172244451321,0.06488738747573716,-0.15119283468004824,-0.04286610448666582
0.8067383,0.20505119509697778,0.05014297307163559,0.33719230408316936,0.050038341993841794,-0.049316606548198985,-0.03815491537033661,0.09823246667226221,-0.04263856462037686,0.14098135062417175,0.034518454272372635
0.44320786,0.18804113035954556,0.08244382368674945,0.2531323283362943,0.12401795722601829,-0.10244301408638155,0.06339658165959994,0.0008793301519312317,-0.01556717091125774,-0.0829780145455502,-0.02780052242891989
0.3778427,0.17137204552116095,0.11730003916012399,0.10161312871205132,0.13659037337767063,0.0008311550663022384,0.0328205907137074,-0.10156916677041361,0.05684589047818968,-0.001926227247169415,0.02185559599903374
0.59042805,0.15426310157662765,0.14882506700531106,-0.07113515426581861,0.07486490545012627,0.1009080372558216,-0.05663242927710447,0.023260974377557458,-0.04540182666866649,0.0835399446091143,-0.016135622414938478
-0.45046616,0.13643125066872186,0.1718853152697911,-0.21366561779279447,-0.03202410509762866,0.04842432162078676,-0.023340257050483017,0.10221713244045168,-0.004775027412769227,-0.13067756451946924,0.012395516948766594
-0.92940426,0.11881655747428163,0.18352034172432274,-0.2833341251814033,-0.12501520608848424,-0.07105556662002022,0.05905714664245448,-0.04441992251627734,0.05198582235462705,0.1295267218000444,-0.008634320225203851
-0.7667029,0.10295663590485878,0.1822711150770834,-0.2604345501615149,-0.14957702125108055,-0.07817849055995767,0.01689120703456383,-0.09706078861076782,-0.054777573986731505,-0.08222923181141545,0.003916470138216359
-0.12176081,0.08905486993205051,0.16583112772387296,-0.15706239364344046,-0.09129605839172865,0.02607551178851372,-0.06855636798946185,0.062412096099002626,0.005882623175617129,0.004527938303005559,0.0006049772665306071
0.13022846,0.07695703584669236,0.13220660549046384,-0.011533432841857504,0.016136452434274567,0.07848262998066287,-0.018167783772809018,0.08451146653765654,0.05093650350547209,0.07258085044527728,-0.007558669848379965
-0.37612662,0.06257611067849211,0.07634258166567275,0.12137089784680513,0.10709789380966064,0.006815649176029874,0.07431724443354987,-0.08270573190188107,-0.06632849336149171,-0.12063070324590282,0.018388606203567227
-0.5114218,0.04715001096450491,0.0020301287968134984,0.20342104639231598,0.13908715921415923,-0.053034200028008585,0.03485074086063119,-0.054014222517135835,0.035675932546987074,0.13162538991138148,-0.026504280572460622
0.091438256,0.03232174874210587,-0.08382994496766924,0.21782089428440413,0.10583331983433888,-0.008446501368477487,-0.06913886978688573,0.10096401835738307,0.022447075718242736,-0.10085547869128118,0.03265575564521939
-0.089463376,0.02057185283565263,-0.17173431342896484,0.17150999034377706,0.03346185115176943,0.04348160325181727,-0.04721488415439438,0.02138848943195296,-0.06486824432236275,0.03994415340577997,-0.03512246346311755
