ORIG,TREND,Imf_0,Imf_1,Imf_2,Imf_3,Imf_4
0.1490702,0.056859503325341905,0.0561072708403412,0.9521100775932233,-0.762664034154209,-0.07874309323280698,-0.07459952437189038
-0.0054858318,-0.31922908991900983,0.16081507775222004,1.0842704922112691,-0.7785010685971953,-0.07910334881080042,-0.07373789443648363
-0.031767517,-0.5001897906777589,0.23847440137303444,1.1614954217947766,-0.7811332320086345,-0.07771450880548839,-0.0726998086759293
-0.11801543,-0.6280588787159677,0.2584673274788396,1.1669410965073956,-0.7693720968774064,-0.07450746176994799,-0.07148541662291309
-0.03509676,-0.44520266060142166,0.20186127614273422,1.0903137537112328,-0.7423605604337437,-0.06961419332466706,-0.07009437549413462
0.1516862,-0.05308358776401539,0.0903123976772053,0.9475196595622204,-0.701319086691128,-0.0632168402779889,-0.06852634250629347
0.45575237,0.5156185411757985,-0.050602675120381774,0.7610150874147463,-0.6480000691558165,-0.055497539438257,-0.06678097487608955
-0.4614956,-0.14717572104746227,-0.17192393080763194,0.5532563106231977,-0.5841559013340664,-0.04663842761381471,-0.0648579298202224
-0.7693972,-0.3265198159627276,-0.1783882396505238,0.34662833851378483,-0.5115389767321361,-0.036821641613005704,-0.06275686455539148
-0.16168486,0.21779680995628373,-0.019467045440823887,0.1585938188832922,-0.4319016888562816,-0.026229318244173423,-0.06047743629829702
-0.43829992,-0.12207557733315086,0.11584007129371836,-0.012005086166506012,-0.3469964312127618,-0.015043594315661327,-0.05801930226563837
-0.36181423,0.058514865359810465,0.0686047585476709,-0.17152953028971965,-0.25857559730783375,-0.0034466066358128373,-0.05538211967411522
-0.57553923,-0.0297378021559359,-0.002234701894831525,-0.3309891075480793,-0.16839158064775447,0.008379507987028462,-0.05256554574042724
-0.615865,0.020231430559883752,-0.02152098622123267,-0.5070620446631143,-0.07819677473878191,0.02025261274451919,-0.0495692376812741
-0.72114056,0.023863867125903004,-0.04160121675120665,-0.699257355402483,0.010256426912826619,0.031990570828315835,-0.04639285271335572
-0.88912493,-0.023546678178887233,-0.06572168744345389,-0.8954473925551757,0.09521563080081359,0.04341124543007495,-0.04303604805337183
-0.839065,0.03809553749557325,0.011130620572656326,-1.0780536203105822,0.17492844341892147,0.05433249974145296,-0.039498480918021744
-0.8698841,-0.057554719103816585,0.12080983183257744,-1.209574072419755,0.24764247126089292,0.06457219695410644,-0.0357798085240051
-0.9988592,-0.19072334617977868,0.07184693992781858,-1.2337454446388991,0.3116941387191893,0.07394820025969195,-0.03187968808802207
-0.5389588,0.3381441731677195,-0.18910106243970115,-1.1082796928124425,0.3657971860613302,0.08227837284986597,-0.02779777682677197
-1.0808764,-0.48191169522820554,-0.2503713035187873,-0.8232825957866182,0.408842348574281,0.08938057791628504,-0.02353373195695486
0.2411742,0.1032090888839215,0.03907667855832119,-0.41683944122276734,0.439742405825189,0.09507267865060562,-0.019087210695269998
1.4743843,0.5653250613226843,0.3289815870677232,0.03795284624232329,0.45741013738120234,0.09917253824448435,-0.014457870258417506
1.3530264,0.062094059045287885,0.27449662346691267,0.46382474265184936,0.46075832280946905,0.1014980198895776,-0.009645367863096641
1.0225494,-0.3001079845949157,-0.01773613891240312,0.7944761557786495,0.44865595667450375,0.10191077178017269,-0.004649360726007095
0.9799665,-0.19132223050854505,-0.32884529067608337,0.9793590515970954,0.41979689353030303,0.10044843833201406,0.0005296377252160026
1.0085111,-0.03661442010558344,-0.42576938987059515,0.9942162292166664,0.3735951177330977,0.09719587380721825,0.005887689219196379
0.95645046,-0.15825140832009488,-0.13560434801690197,0.8338733831438518,0.31277404524068514,0.09223878867883685,0.011419999273623015
0.9390838,-0.24301946495206614,0.28180616295159283,0.5556763388302468,0.2418360963441204,0.08566364244157278,0.01712102438453323
1.2118878,0.25848603168581474,0.45622399883893516,0.23109819012060173,0.16553746371655464,0.07755989067673502,0.022982224961358752
0.6085494,0.2956791745715172,0.20558598286999902,-0.07836214785181964,0.08863434003114048,0.06801773798728399,0.028994312391879017
-0.76661074,-0.31004134662696525,-0.23903136923955484,-0.3256963291345637,0.015882917961029766,0.05712738897617985,0.0351479980638742
-0.56167746,0.29928107184304564,-0.43231574932463335,-0.46709521430929435,-0.04796060982062571,0.0449790482463832,0.04143399336512468
-0.8834555,-0.29465132419783924,-0.09491710512473273,-0.47525295012101815,-0.09814005064067385,0.03166292040085419,0.04784300968340979
0.16011012,0.2818702584289513,0.3253809329160562,-0.38783503300149763,-0.13094100679257326,0.017269210042553308,0.05436575840650998
-0.22954334,-0.2272742138057323,0.33650381785195943,-0.2548377563066492,-0.14681626043622398,0.0018881217744407543,0.060992950922205254
0.08033347,0.1336429490095332,0.16115630231228176,-0.12053055144143038,-0.14726038869813687,-0.014390139800523057,0.06771529861827541
-0.17730579,-0.05238733603330539,-0.023676405600371292,-0.01052222246462345,-0.13382496241714664,-0.03141837636705364,0.0745235128825004
-0.18281831,0.035335971031730994,-0.19669390015078378,0.05424225605834705,-0.10828952728138437,-0.04882141476057031,0.08140830510266041
-0.1653573,0.0003625847791686553,-0.1742266924792091,0.0588041318289786,-0.0724906226913052,-0.06616708810416827,0.08836038666653534
-0.08330808,-0.09443918773209192,0.009619672835568896,0.018873578656316826,-0.02970938320075622,-0.08302322952094274,0.09537046896190515
-0.1642591,-0.30555074277444005,0.14378223473326215,-0.016956859224231183,0.010994676022848043,-0.09895767213398887,0.1024292633765499
0.40862405,0.3907800576294588,-0.012381579977300525,-0.00665525690432142,0.04089159702031555,-0.11353824906640184,0.10952748129824945
-0.49840888,-0.41547484115408323,-0.1702767958550343,0.03867168505669823,0.05834803127891218,-0.12633279344127693,0.11665583411478404
