ORIG,TREND,Imf_0,Imf_1,Imf_2,Imf_3,Imf_4,Imf_5,Imf_6,Imf_7,Imf_8
1.2845162,0.19235632377932674,0.23968350447223896,-0.18525752377802263,-0.02047283799352726,0.03826293058561756,0.07280879260975157,-0.016393312279548843,-0.006478351726208847,0.017822482314348957,-0.0008001719058624381
0.61339307,0.18842313297660207,0.23103775400726873,-0.19804354396585677,-0.1317907481869391,-0.19444941408372002,0.05442329533531183,0.027638249318855453,0.05473389138614977,0.020747389065719136,-0.014132644532553373
-0.47292116,0.1847882417214416,0.21260373769047464,-0.09844285465860281,-0.16142698457225874,-0.14652647980278688,-0.08808789050464719,-0.018228907881835163,-0.07109713486326927,-0.05188504693668869,0.027755691664683124
-0.13390374,0.18095600411974422,0.18486575114507087,0.062404592163126604,-0.06164863898901904,0.10499439970151479,-0.0702049482632951,-0.01443437991120141,0.045377730631783283,0.05903760353220301,-0.03971481353124179
0.7319667,0.1749258955136338,0.14673094585056295,0.20236535790688784,0.1102577624728937,0.19830410401668153,0.09997983421783439,0.04275392225447501,0.006850419966700022,-0.035968157247081176,0.04943602452444478
0.4399164,0.1646770094168584,0.09813801792382906,0.2478075341690419,0.22819272084868714,0.014342778102463155,0.09268200756591685,-0.0259808760771933,-0.047935700075030604,-0.004620336252983276,-0.05097431214856326
0.08763804,0.15308839375511152,0.04621750040267516,0.17352224996543292,0.19842364314317606,-0.16452155286301362,-0.0949510819237945,-0.013982863126068789,0.06381536296820815,0.05534469571429937,0.04827847765604028
-0.75100136,0.1430063370485667,-0.0013127601845332845,0.006824864688410913,0.024955647585059373,-0.09586615544490877,-0.10885929413449118,0.04216814183055659,-0.046608399961035794,-0.09586011535073573,-0.03980912677474889
-0.7826461,0.1388985551168048,-0.035892764368154806,-0.18256530200653787,-0.18300640814141822,0.09119765843670681,0.08863162139052796,-0.03419115391916332,0.003973093389140305,0.10535336112778944,0.022493077196412827
-0.36131713,0.1411597176039629,-0.05616896026035681,-0.3192175319533928,-0.2899474030029737,0.11281444994458749,0.11068902120955702,-0.018750040381375198,0.029609088630047943,-0.08475758327156263,-0.0028944383777939767
-0.10738521,0.14955944674948146,-0.06440365118262328,-0.347095578971123,-0.21831104741353974,-0.037547428810553396,-0.09502340794480431,0.05439499169024255,-0.04477756819654584,0.02989583566601311,-0.023783300037268612
-0.4808761,0.16065864586390044,-0.06877781572340179,-0.2539445153150896,-0.007126930268486687,-0.11730767290744966,-0.1269192933595466,-0.04050550475254517,0.030029913167617463,0.03839866060571786,0.052201263224075076
0.89357793,0.17081981192265158,-0.07822415522273846,-0.07049992853268663,0.21461963405483558,-0.012857053748624014,0.09660222982377906,-0.015089698941746344,0.0028312235451144344,-0.0980188816335669,-0.08027042235460817
0.63466823,0.17791771880842155,-0.09855449798366549,0.1439647398759858,0.3106089196147329,0.10705709429241847,0.14917986919676318,0.06740376899738817,-0.025908724310972527,0.13356047652675498,0.10974147396742413
0.2976841,0.1806320465341481,-0.13186537176691604,0.3215543945082988,0.22079459054574546,0.06505666593846204,-0.08592358664380682,-0.050107667539607714,0.03260131432898446,-0.12428157649173574,-0.13309844623401362
-0.5597793,0.18312940896023927,-0.17096795205555776,0.413007211691248,0.004176153257898621,-0.05696546964143775,-0.15519698009419872,-0.016057596371306958,-0.012789583234829514,0.0764186393145093,0.15234959694066944
-0.94405735,0.1854557528013323,-0.2116189221770627,0.3871459745698653,-0.21564775079690882,-0.08440680294807075,0.07342337716385328,0.0636009832596748,-0.022846257201232192,-0.005747853616386322,-0.1667952145361506
-0.9049662,0.18986739642431022,-0.24615509318894824,0.24839273374359058,-0.30991988296989675,0.005283235059617071,0.16266467931079995,-0.04504226736214396,0.05118681727670212,-0.06473653544047872,0.17587568575194656
-0.8004678,0.19636380269207415,-0.26949937781561095,0.030425192547195286,-0.22326206277506727,0.06782998934892182,-0.06512461054759605,-0.02257206456457044,-0.05397292526672605,0.10953061812482626,-0.18143105535824247
-0.47888297,0.20540220796140304,-0.27676465905973174,-0.20826391239583286,-0.0018023663567274333,0.024184001703745003,-0.17284151407957388,0.0649295877290619,0.021575438865299095,-0.11650292860259644,0.18199303129601804
-0.43962216,0.21682899185411061,-0.2649524888672733,-0.4008244091342809,0.22728016054646924,-0.04279877135856195,0.05216573078622566,-0.04015858616079852,0.029307326032941908,0.08225403570267001,-0.1795523841426027
-0.59508145,0.2304075527773693,-0.23279732214245097,-0.4900224218958618,0.32473897471816504,-0.036842474129554464,0.17821838336019896,-0.029000883279032386,-0.07319483339657351,-0.021990283232422213,0.17234544541843472
-0.5392352,0.24485592736165807,-0.1819671952733075,-0.44609811663459153,0.22053346485804654,0.013061300956752075,-0.042928016409652256,0.06669170915912423,0.07978953977701767,-0.044625938016231465,-0.1617121622874531
-1.0847987,0.26002473163866535,-0.11435965927553474,-0.2733682070205904,-0.03199391751963733,0.028546858677145844,-0.182915239972465,-0.03160250458348446,-0.038563679872891124,0.09516255809497542,0.14802989596114932
-0.25698054,0.27670302773943295,-0.03237303639412202,-0.012271177618563226,-0.2796507770265789,0.0035978338363944805,0.032953859887615275,-0.039477122377608566,-0.034093822583737596,-0.11420615579472448,-0.13323592185831595
-0.509122,0.2933075542036898,0.05706196040552927,0.26390969055628083,-0.36529668429096285,-0.017244390195108858,0.18001427119821267,0.062177714999147204,0.09305840221212129,0.09096783950333823,0.11505028508003706
-0.7709132,0.30683256897467076,0.1444190385235847,0.4714667770725258,-0.2229864223559616,-0.011698142460618476,-0.026001770928041405,-0.012280590511461185,-0.10006003937115027,-0.031153272901639075,-0.09237667335185054
-0.018885866,0.3183610552810836,0.2250359626482934,0.549765469193844,0.08097133627822202,0.009941331211397814,-0.16910665027113436,-0.04400504939778432,0.05146128857115062,-0.041152250191450614,0.06755526109418228
1.0091331,0.3268563253913299,0.2921014979338642,0.47028801259316344,0.36060356463284815,0.013321267358866547,0.01847420064551392,0.04001899402489098,0.025829884566746973,0.09786614844500008,-0.04198603634670334
