ORIG,TREND,Imf_0,Imf_1,Imf_2,Imf_3,Imf_4,Imf_5,Imf_6,Imf_7,Imf_8
0.32329878,0.5807772694804808,-0.31213503054426917,-0.06144532557001079,-0.048792255109098,0.043727834184863,-0.08712343586961195,-0.056710912261481845,0.023550986468868933,0.03134009137157722,0.03468890072521289
0.32755962,0.578353715921538,-0.3333016855318652,-0.0768846413238738,-0.03794401841316938,-0.027303289050483372,0.07285480388325734,0.021348091554455693,-0.030242193860375226,0.030934823598477577,-0.015757588838782286
0.25098598,0.5769946910800267,-0.3358844569353065,-0.05363382362883323,-0.008896599697019586,-0.06974265387892783,0.06802137954859659,0.052072105091489344,0.01274251057227407,-0.0804319508305168,-0.004987262131875655
0.39253885,0.5770449112932651,-0.3189215579876855,-0.0018918165766057806,0.02553962257258418,-0.030443023397314407,-0.09432744405652752,-0.05269070065827742,0.016768057114127655,0.09526138391101255,0.02378855194795078
0.32798693,0.5785626414679284,-0.2832004906494717,0.05120334463999566,0.047156781457872124,0.05199136249910898,-0.046359644023421215,-0.03302098885592794,-0.03972627513397095,-0.07272033343027881,-0.04070692247491175
0.64813375,0.5812510803021718,-0.23139267095506746,0.07529659405077493,0.04105723440376463,0.07375502320460249,0.10630906751112383,0.07379892942962595,0.032552566804537955,0.01909704765673241,0.05153319762703556
0.7119505,0.582266649682096,-0.17016596216460508,0.05172335146872038,0.003797885688783274,-0.009482740752467828,0.016194363940493225,-0.004738426406757319,0.0007746051846834988,0.041907502261724024,-0.05551047443828002
-0.338177,0.5816177239261995,-0.10311824525106178,-0.004534761626550999,-0.039966705009491614,-0.08716270052732185,-0.10407561570536185,-0.0701314855755585,-0.030578928736168833,-0.07960133858712197,0.055352335932083656
0.0362765,0.5804794679001833,-0.0324360347363593,-0.05601274798013316,-0.05585376405728919,-0.040005212977462935,0.015448691423969846,0.0444146518341876,0.036333834712710296,0.07988763714718297,-0.05092145274572475
0.30630764,0.5788938757714903,0.03817914459772777,-0.07086357923869792,-0.030824287649163194,0.07067079622102436,0.09020095202424445,0.04208512411118998,-0.017902174112788806,-0.047512640870537644,0.041662532113996766
0.4926193,0.5751838359561976,0.10296063855896537,-0.0429038559364355,0.015516827930575187,0.07949251670032931,-0.04317301049811113,-0.06978230512707212,-0.011534342827567604,-0.0017736871039542136,-0.028725296858438876
