ORIG,TREND,Imf_0,Imf_1,Imf_2,Imf_3,Imf_4,Imf_5,Imf_6
-0.79561585,-1.7815339962736547,0.3684199669995922,0.30073992500213803,0.22660935580754366,0.10684278226208711,-0.04322685071406187,0.04164389276258164,-0.035373469334167656
2.89166,1.7287612295813464,0.5478907410176833,0.3179942374845832,0.23168183041319337,0.10666736680528616,-0.045322905657303875,0.04207358542305105,-0.03529695294485693
0.32471594,-0.6554249567913044,0.36192753612986645,0.3290041916894193,0.23141594418009512,0.10563617764809731,-0.047481795033431966,0.04249434646805543,-0.03521926809484327
-0.017671248,-0.6556478816460849,0.03296322084091574,0.3304730534670556,0.2257242457857668,0.10375758456105943,-0.04970080553625163,0.04290603924787471,-0.03514042471052279
-0.5407422,-1.222297518365024,0.07153694452584426,0.3198590061662414,0.21478102261928814,0.10106622288247792,-0.051975902793888674,0.043308508677620094,-0.03506043271829163
1.9677242,1.084410307805036,0.31136243296896715,0.29762019008390356,0.19891954307122653,0.09760990903411672,-0.054302426608325446,0.0437015834213681,-0.03497930204454587
1.1979554,0.37759575472866763,0.32472937045275146,0.2656716112079657,0.17858103690860844,0.09344660853644711,-0.05667542873161536,0.04408508530239985,-0.03489704261568173
0.44183388,-0.0983804435619579,0.10932355402858088,0.22829229147258523,0.1543342297244947,0.0886388307937505,-0.05908973732714929,0.04445883558798605,-0.03481366435809527
-0.4933967,-0.6704221387973699,-0.17336810769883765,0.19378073909009574,0.12682405364903118,0.0832497666122927,-0.06154010062956065,0.04482265810520516,-0.03472917719818264
-0.21697113,-0.09357040493446583,-0.40294898088784337,0.17032512843004274,0.09675187224661305,0.07734388299595225,-0.06402112151905415,0.045176382147988095,-0.03464359106233999
0.13467802,0.3931022599680494,-0.5094514159385675,0.16364720950089495,0.0648715911169333,0.07098794470751305,-0.06652742787625848,0.04551984020979731,-0.034556915876963384
0.30139878,0.5948763680733885,-0.4796010116800237,0.17397943286586892,0.03202269593745433,0.0642499842133359,-0.06905370171177004,0.045852865204860344,-0.034469161047218255
-0.765147,-0.7491701223061186,-0.23527805379860836,0.19048360644747234,-0.0009021738551344921,0.057197072890003364,-0.07159466511191542,0.04617529087188507,-0.034380333893346875
0.136988,-0.19429169025149406,0.1728717591211661,0.19823780156098142,-0.032930550858930104,0.04989582002738899,-0.07414505320861763,0.04648695561961128,-0.034290441214360826
1.423512,0.8095441700099569,0.4864592228488602,0.18473658132718235,-0.06306346358559058,0.04241292613466701,-0.07669959574546524,0.046787699596877126,-0.03419948980927163
0.6227983,0.10172316252623852,0.46881079281653515,0.14100088924385418,-0.09039274013562013,0.03481512974811265,-0.07925299554434387,0.04707736515140931,-0.034107486477090866
-0.12820274,-0.28308486659009807,0.2075546659269374,0.07024658419965533,-0.11406935086822903,0.027169219627721102,-0.08179993483305154,0.04735579561875475,-0.03401443801683005
-0.6946994,-0.4378163830224746,-0.09343644160188197,-0.015816809338065816,-0.1333992877143168,0.019541912017639784,-0.08433505338697815,0.04762283615125362,-0.033920351227500735
-0.9256487,-0.3998212891841071,-0.24782064649687377,-0.10337117899507053,-0.14779612261086947,0.01199952042191349,-0.08685303102923235,0.04787833368973023,-0.03382523290811449
-0.7248443,-0.14952836181062185,-0.18610078976897781,-0.18014203634323017,-0.15669488491052452,0.004608033838502605,-0.08934856711571737,0.04812213850938845,-0.03372908985768287
-0.29481515,0.2085945551547111,-0.016256170121338457,-0.24059799260573475,-0.1595678540164457,-0.002568130706993261,-0.0918163588353097,0.04835409582526501,-0.033631928875217404
-0.336057,0.0942654347123066,0.08473383428003672,-0.28130602955328915,-0.1560041669143378,-0.009468612101135447,-0.0942511101094086,0.04857404366182142,-0.03353375675972964
-0.33546886,0.18460251347585213,0.03931365222651788,-0.29996699540445765,-0.14583296057153305,-0.016044124851846184,-0.09664753839701738,0.048781822661852055,-0.03343458031023115
-0.80389553,-0.25085253889605935,-0.03617306014711871,-0.2964216269591364,-0.12932228637974494,-0.022256945711043943,-0.09900031395866508,0.04897727737722466,-0.03333440632573347
-0.30617496,0.20650167973755032,-0.026585325725354735,-0.2687182759631552,-0.10730290336795831,-0.028076702375030876,-0.10130410608241361,0.049160253111116804,-0.03323324160524813
-0.58592373,-0.13338750295978125,-0.05260478789285289,-0.20674953965488171,-0.08131060600868968,-0.033475335856724936,-0.1035536033712593,0.049330595172291915,-0.03313109294778674
