ORIG,TREND,Periodic0,Periodic1,Periodic2,Periodic3,Periodic4,Periodic5,Periodic6,Periodic7,Periodic8
1.3692622,0.7347138351992653,0.5116310811445338,-0.09477368129954698,0.15400928056869234,0.05910064545492141,-0.017516758359118284,0.011580173655642666,0.013780245177362276,-0.0006427405698339583,-0.002619880971919096
1.2183383,0.7134015624521686,0.5778142026668589,-0.13460408776391403,0.05898685302902213,0.0013466611857442011,0.04237338391259675,-0.03449683002086247,-0.011790983556612724,-0.0005685512820057001,0.005876089377002958
1.1184981,0.6685804202095175,0.6325636956500428,-0.1312887098516068,-0.018488693736912327,-0.04906485316967454,0.0027182557867870133,0.026728753199481075,-0.005098542194174819,0.0015623391072447652,-0.009714565000704325
1.0996393,0.6046026653622898,0.6515149594203256,-0.07608263983482313,-0.05734614141934891,-0.022564814321690906,-0.04634636695961297,0.013436231134124454,0.020596647558862483,-0.0015701474528823484,0.013398906512755437
1.067777,0.5247891207299782,0.6199916143603945,0.01265163304323437,-0.05056458303839666,0.03761447474374865,-0.005817600605143386,-0.03679532220247812,-0.0188719543807888,0.0010228990677004905,-0.016243281718249656
1.182571,0.43157556865364705,0.5391731054045378,0.09585570344675243,-0.007318048750919852,0.04106069770249927,0.050661970898548216,0.01285344385299915,0.0011814463440156008,-0.00034218088183653487,0.01786929332975576
0.9168634,0.3246972853736159,0.4156302407899828,0.13009021656471426,0.03756466242408638,-0.021228676445208334,0.00788063575635733,0.025715064653490584,0.015490854376734458,-0.0008157970782211311,-0.018161086415552995
0.5195306,0.20900232706837968,0.266050959261788,0.10461865837711731,0.05494955944123152,-0.04548201209473143,-0.04974142847132235,-0.02498943226131273,-0.015608726622616385,0.0035395383836465755,0.017191156917819327
0.23819816,0.08949499071933592,0.10896365410764008,0.037263511086500264,0.03466203298406064,0.006318836105161974,-0.009711799791396131,-0.008231631534443956,0.0010732165032401953,-0.006535045866323717,-0.015099604313775225
0.032085165,-0.0300994474482029,-0.04293272041388964,-0.03818066313249581,-0.013178546357387749,0.048941721630069955,0.04818537859018465,0.02679061725968434,0.012375628199738744,0.00799776258620218,0.012185434086096184
-0.5229115,-0.21999569762571278,-0.14669525094878816,-0.09040480020166936,-0.044498194621411996,0.010946719644643919,0.00836408627242522,-0.009896815266126839,-0.01365507562604982,-0.007324676177193038,-0.009751795450116906
-0.86270946,-0.3979925177072712,-0.22570879346552858,-0.09805779096495157,-0.046333329858070274,-0.049585502987640404,-0.042074431417940615,-0.017674400332964503,0.004820202803758854,0.003284266160125512,0.006612837770483257
-0.93049216,-0.5563767868736025,-0.27054169479378565,-0.059876855093453286,-0.014644677568958231,-0.029624037064307034,-0.01716009755288722,0.016847555932736197,0.0007439233455182635,0.00345049994138405,-0.003309990272644117
