ORIG,TREND,Imf_0,Imf_1,Imf_2,Imf_3,Imf_4
0.07488628,0.07189897170554016,-0.12733307663893925,0.6493180534616204,-0.04223058983782741,-0.37565320333087676,-0.10111387535951717
0.10378629,0.0790045144882946,-0.1692159854652959,0.7130664884379975,-0.039228189977119264,-0.37799357632692027,-0.10184696115695668
-0.04800386,-0.19582129312661747,-0.03983969429787626,0.7062384399445262,-0.0357216001487885,-0.38028805111572317,-0.10257166125552074
0.06363598,-0.1585454116012928,0.10633939012276196,0.6333174131077829,-0.03166170194118585,-0.3825257999229789,-0.10328790976508724
0.118639804,-0.06087935156691447,0.19062150406076478,0.5045821055373825,-0.026994603927283877,-0.3846942093084147,-0.10399564079553408
0.1868678,0.20142281390071348,0.16051613874780882,0.3380707163200304,-0.02166641468005495,-0.38678066583175874,-0.10469478845673894
-0.10462091,0.2668597952658207,-0.013052657086993422,0.15135303750496137,-0.015623242772470604,-0.38877255605273836,-0.10538528685857966
-1.0213964,-0.2613037066417774,-0.2159138124383174,-0.03864334750038625,-0.008811196777502793,-0.3906572665310822,-0.10606707011093405
-0.90743953,0.06859826570195562,-0.26070829899505954,-0.21499085528857462,-0.0011763852681247167,-0.3924221838265169,-0.10674007232367992
-0.794766,0.21136229632906411,-0.1482941160040376,-0.36371034140225283,0.007335083182692715,-0.39405469449877123,-0.10740422760669512
-0.7587333,0.14297189468852375,0.06687589174722329,-0.4817565312602942,0.01677710000197703,-0.39554218510757255,-0.10805947006985732
-0.88793486,-0.11773569675843203,0.27376810171254656,-0.5655930455351771,0.027203556616755446,-0.39687204221264843,-0.1087057338230445
-0.9144289,-0.15611848337654416,0.3212194632476073,-0.6108236189752583,0.03866834445405674,-0.3980316523737271,-0.10934295297613451
-0.88941777,0.023027592947878792,0.15987583261893124,-0.6145342376184952,0.05119250584122586,-0.39900840215053573,-0.10997106163900491
-0.91159624,0.1943338305385525,-0.08047619255986274,-0.5797068678129593,0.06463266185860606,-0.3997896781028027,-0.11058999392153368
-1.0665066,0.1467897554338425,-0.2697406620005246,-0.5106736278032135,0.07868048509374981,-0.4003628667902557,-0.11119968393359868
-1.1488584,0.027563053996093264,-0.34354142638902757,-0.41335923033529903,0.09299462328593358,-0.40071535477262243,-0.11180006578507756
-1.2543342,-0.2922707573329514,-0.25704228027278175,-0.29902928437322,0.10723372417443236,-0.40083452860963054,-0.11239107358584861
-0.86643106,-0.29474158370665016,-0.003136801978552361,-0.17592869350652393,0.1210564354985231,-0.40070777486100784,-0.11297264144578897
0.14438693,0.32368604650087884,0.25158744220660323,-0.05114078014370488,0.13412140499748182,-0.4003224800864824,-0.11354470347477669
