ORIG,TREND,Periodic0,Periodic1,Periodic2,Periodic3,Periodic4,Periodic5,Periodic6,Periodic7,Periodic8
-0.7494171,-0.23250715533662386,-0.25438729625171663,-0.0041540101364899345,-0.03183692815896607,0.004752445857639762,-0.36515621192799785,0.08566098087065219,-0.3779364727375217,0.015163877262082672,0.41098367055894325
1.2015231,-0.12217638590579549,0.24404065376384726,0.009702558086082563,0.05522808186320658,0.035656761112730806,0.2985529825900267,0.21497827886828816,-0.026551611305597394,0.1330159972243474,0.35907578370286297
0.56153387,-0.01438366553605034,-0.1824430339368314,7.812454779594404e-05,-0.05293221585782831,-0.10248056986965419,0.03577055714804936,0.20132558805026568,0.3760986581997778,0.21228892178145223,0.08821150547302288
0.55744404,0.04537241079382218,0.20257327862793711,0.07341312468711139,0.04827219339433854,0.11314634608458689,-0.10256238235620335,0.10037741416325408,0.06270854214011136,-0.0317315301971206,0.04587464266216175
-0.5957302,0.05450455333589219,-0.1018081723519541,0.08514285608214293,0.028324673364112197,-0.04772852423695943,-0.09717421860970017,0.04463678842840899,-0.36017271418468944,-0.29147042463067646,0.09001498280342321
0.12616026,0.15163213977446338,0.03956062580345255,0.14118316300177639,-0.07782913612518294,-0.04076232257966024,0.11086674219616331,0.05862447389067655,-0.1340158973915934,-0.09106572164032188,-0.03203380692977429
1.1294763,0.15542370269333133,0.05945607169861716,0.06260183555404067,0.15859742265418322,0.1359662274653952,-0.03173406646927889,0.06591969266816342,0.33574909325224805,0.2532027491445646,-0.06570642866126543
0.19308716,0.06676082519580968,-0.04069852211579966,0.017173209951445605,-0.12083118241803144,-0.12013312638653764,0.06734542409526964,0.03570805266557502,0.1829348225787043,0.11215506576082149,-0.007327409327256687
-0.7195354,-0.01304546607688124,-0.0008637132336045252,-0.09414225026420603,0.0018356064141914347,0.015448519956610725,0.011444236887087256,-0.004094964483585077,-0.2727089719540008,-0.2719565409251918,-0.09145185632042015
-0.7254929,-0.1304284309918042,0.016154860370894975,-0.13649467411227095,0.08506678838042307,0.10280573362227181,-0.10658617095764,-0.010303091314044333,-0.18493074770823983,-0.21627769287165974,-0.14449947441793057
-0.4882589,-0.1536741686830188,-0.12831423157727712,-0.13503803097987493,-0.2142351812289776,-0.1993034145949757,0.06225641037329459,0.024051263980944496,0.18865076439610304,0.14633260660829422,-0.07898491829451121
0.6497827,-0.08994032415282951,0.06421411521468318,-0.12096561892980355,0.16743567336826787,0.17257304775103868,0.033615062281502475,0.044797581323986466,0.20322479091952123,0.2040201867129412,-0.02919181448930792
-0.3637189,-0.047617739354287765,-0.05012703418659251,-0.015609142138398271,-0.03356217571408835,-0.01589149118293869,0.029131656790677186,0.055198410849318105,-0.1288404990486522,-0.09368797859588537,-0.06271290741915182
-0.7195111,0.06426383995904195,-0.03586708705792528,0.0187172673040712,-0.17551692880133007,-0.19599158947630776,-0.09308405677679661,0.09726488958535538,-0.18969959082041676,-0.197978603853808,-0.011619240061883479
1.5683583,0.18179447610781935,0.15650487144476638,0.12536158771636285,0.3202993917590499,0.3311687630590431,0.09724972031729659,0.15508509826872552,0.06537826770142649,0.036693927292565535,0.09882219633294326
0.1607989,0.10937975588340762,-0.0703975818388774,0.10986302279902116,-0.2566420369985957,-0.2884958372221697,-0.053570462676223105,0.17560881638452733,0.14653292014449465,0.19604947357207747,0.09247082995233827
0.8656039,0.03632197068711883,0.04534560979118122,0.10749510479408184,0.1097629588612751,0.09899117525840426,0.04945374641963679,0.17919770869290932,0.005511688771338152,0.07675598761282186,0.1567679491112318
0.595658,-0.02744473798104039,0.0292617368537429,0.07254114765808913,0.1526780734033333,0.15340877707705564,0.09805444206500886,0.16647448862935826,-0.10630279382946824,-0.07897097157219514,0.13595783769611516
-0.8668822,-0.07325705162722988,-0.09591549458247965,0.00778581966886469,-0.28119470411417213,-0.31661564920412283,-0.1735566429531297,0.13315660002571544,-0.042288840662161584,-0.045039659940766745,0.02004342338948321
1.089845,-0.0025902965447094804,0.0753268503585567,0.04503810815999765,0.2839083110364636,0.30314092210614796,0.05334546675509849,0.10135032066749412,0.08365822320211234,0.06476557683750016,0.08190151742133779
-0.0535427,0.07722064183737165,-0.042607930536062086,0.017044530095234357,-0.15213663048188764,-0.16816816057480036,0.09837632293800516,0.04246414117103291,0.020734104376710735,0.05520992896449276,-0.0016796477900973383
-0.03888026,0.10717230201174326,0.0568190710529027,0.02685418529475552,0.010326153436098358,0.011078028228097024,-0.07527269170891614,-0.01954135172978432,-0.04267474524816526,-0.009585298867496345,-0.10405591246923507
0.15981883,0.07577362642479314,0.0062822283206905695,-0.04317335870672427,0.0958509640922528,0.1251305514046497,-0.0057895772574624235,-0.04142110369346132,0.0291850028321467,-0.04102275715209416,-0.04099674626479083
-0.73592645,-0.06598134087073566,0.011741727878939259,-0.09591397911113116,-0.20802541709410302,-0.21719067325672584,0.04436259842464744,-0.07005177793620157,-0.017291428608058823,-0.07740574045823889,-0.04017041896839133
-0.40593123,-0.22172799265260407,-0.08865470274652913,-0.18383922333503824,0.21181557602427298,0.26214816509061106,0.012488126929975479,-0.10983306815934131,-0.09125680369579588,-0.03943144710719324,-0.15763986034835759
-1.050834,-0.2606152623723149,-0.0196986640849122,-0.1581935963812688,-0.22117945344823156,-0.24299992297671383,-0.10591004136230722,-0.09173139288667975,0.08779343154311978,0.09526226336573637,-0.13356136139642727
0.13202271,-0.14525959185984777,-0.11399754981976624,-0.12068106702695666,0.06942570668110451,0.10029469081153423,0.1129129319062225,-0.04868497286445998,0.15758904481663713,0.048441684674362315,0.07198183268117009
-0.062418282,0.027819243892693846,0.1329341315581885,0.07904031765084435,0.10728341781381592,0.10072734232122368,-0.058052815650516745,-0.06595945554177442,-0.18304205838367807,-0.18045920820281708,-0.02270919745798049
-0.87173957,0.23658881423398723,-0.13532846530062909,0.09810282252335176,-0.24729897143894566,-0.27561536275932297,-0.10632877060766983,-0.05879680831568016,-0.19727183997407635,-0.09861951218424747,-0.08717147617676708
2.4866114,0.38514438198824197,0.29696233130489635,0.29330207137761255,0.3294839022282826,0.3272999757460829,0.18027978840229858,0.007216013798631153,0.26284036531107063,0.23844879987321316,0.16563376996966853
0.3274968,0.25920222854610236,-0.10451172966544801,0.09529791290179782,-0.17033590784799404,-0.18993088833138755,-0.061632242384678806,0.008601763992142469,0.20624772559062038,0.158459471602118,0.12609846559672763
-0.39451405,0.010042442871193727,0.1188834539922344,0.11008222456642787,0.006427743627009047,-0.003564620922888717,-0.026238689165249084,-0.04081147072934392,-0.2845284863123494,-0.2309406119728751,-0.053866035954159355
-0.7067334,-0.21547197318077224,-0.1262647619597076,-0.1656978451802073,0.13635287574194627,0.15314760221488172,-0.03768904786513029,-0.04299857511467863,-0.21027563525199883,-0.1743137652704653,-0.023522274133867614
-0.25155187,-0.32675663209717126,-0.010443892364974594,-0.10193672675642362,-0.20431848206557465,-0.21026773129205428,0.0668975588149813,-0.0143213232772932,0.27322763120495486,0.2189614069191871,0.057406320914368966
-0.04235853,-0.2504781375225047,-0.14444786808386606,-0.21262462685241657,0.1135152679300151,0.14300942758759655,-0.04401255750997899,-0.03636132060373433,0.21271520054978293,0.18355505020838875,-0.007228965703282171
-0.6576986,-0.06470389634408295,0.1115698119742122,-0.012073217544178335,-0.019372969313422042,-0.029209801034171652,-0.000867632583025961,-0.07470490532003268,-0.24348520499172652,-0.20619511485865744,-0.11865566998491488
-0.7490347,0.0950062471148066,-0.10717808144281968,-0.000685569795168283,-0.10076352295168778,-0.09133185354465209,-0.05227574758221778,-0.06437845028053399,-0.20900358536274521,-0.2158979044429942,-0.0025262317119874645
1.3467518,0.23708835964808853,0.1709534774785528,0.14890356908051397,0.16232880260678936,0.16677931896008952,0.07746661213529554,-0.034083165213561716,0.18218835731571842,0.14399800281844713,0.09112846517006593
0.33711728,0.1712017186549958,-0.002270442461757971,0.06849923741143135,-0.12277798956039325,-0.14995304343124613,-0.02396375104189476,-0.04513479820216726,0.19969724272338224,0.22544988557115975,0.016369220336490294
-0.012102102,-0.022685056374721145,-0.018088823022318977,0.04479696182105961,0.09034295630496451,0.10088115671422801,0.013030284248888756,-0.06934843471190169,-0.09714082786579746,-0.06194301781755325,0.008052698703151295
-0.7151634,-0.14320705389865865,0.007834886165175395,-0.016592747125805662,-0.026161001495572257,-0.04220059514686595,-0.05297798112051313,-0.07716069002251766,-0.18570314911243752,-0.2084824430379757,0.029487374795171162
