shp,spei,model,dec,period,r2,mape,mae,rmse,mse
shp-4,spei-12,LSTM,VMD,val,0.920391589,380.4226398,0.15509747,0.22066264,0.048692
shp-4,spei-12,RNN,EEMD,test,0.989745743,11.47816554,0.094548084,0.11658876,0.013592938
shp-4,spei-12,RNN,EEMD,train,0.984673717,32.53844678,0.072864,0.10193789,0.010391334
shp-4,spei-12,RNN,EEMD,val,0.985113657,161.6604209,0.07329163,0.09542087,0.009105141
shp-4,spei-12,RNN,None,test,0.834851369,36.06942296,0.34063283,0.46788815,0.21891932
shp-4,spei-12,RNN,None,train,0.857289404,84.26476121,0.20952736,0.31106085,0.09675885
shp-4,spei-12,RNN,None,val,0.852296636,503.353548,0.20188674,0.30056924,0.09034186
shp-4,spei-12,RNN,VMD,test,0.859223947,34.38928425,0.36790183,0.4319853,0.1866113
shp-4,spei-12,RNN,VMD,train,0.929894879,73.3032167,0.1587927,0.21801788,0.047531795
shp-4,spei-12,RNN,VMD,val,0.921397872,379.3842316,0.16069202,0.21926357,0.048076514
shp-4,spei-12,TCN,EEMD,test,0,170.0285196,2.0220735,2.3286238,5.422489
shp-4,spei-12,TCN,EEMD,train,0.232277632,192.8306341,0.5914424,0.7214717,0.52052146
shp-4,spei-12,TCN,EEMD,val,0,532.5296402,0.75175166,0.8457576,0.7153059
shp-4,spei-12,TCN,None,test,0.833426788,36.56485975,0.33885953,0.46990186,0.22080775
shp-4,spei-12,TCN,None,train,0.854340106,81.29327297,0.21265067,0.31425864,0.09875849
shp-4,spei-12,TCN,None,val,0.844477832,481.187582,0.2162103,0.3084221,0.095124185
shp-4,spei-12,TCN,VMD,test,0.54477039,64.47338462,0.6751614,0.776819,0.60344774
shp-4,spei-12,TCN,VMD,train,0.794054225,98.31465483,0.28277552,0.37367466,0.13963276
shp-4,spei-12,TCN,VMD,val,0.833145559,397.742939,0.25089508,0.31946126,0.1020555
shp-4,spei-3,LSTM,EEMD,test,0.683946997,224.6862888,0.4885882,0.6004173,0.36050096
shp-4,spei-3,LSTM,EEMD,train,0.85636276,158.7950468,0.259143,0.33255082,0.11059004
shp-4,spei-3,LSTM,EEMD,val,0.789698586,101.1561751,0.31481096,0.4055353,0.16445889
shp-4,spei-3,LSTM,None,test,0.122124314,160.4542732,0.78672427,1.0006675,1.0013353
shp-4,spei-3,LSTM,None,train,0.413205385,239.1074419,0.53642035,0.6721521,0.45178843
shp-4,spei-3,LSTM,None,val,0.267149746,137.0111823,0.603834,0.7570337,0.57310003
shp-4,spei-3,LSTM,VMD,test,0.519775748,154.450798,0.62245595,0.7401084,0.54776037
shp-4,spei-3,LSTM,VMD,train,0.74307248,153.2881141,0.34626696,0.4447642,0.1978152
shp-4,spei-3,LSTM,VMD,val,0.740507722,97.94034362,0.33240494,0.45047408,0.20292689
shp-4,spei-3,RNN,EEMD,test,0.867930576,75.8846581,0.31255838,0.38812748,0.15064295
shp-4,spei-3,RNN,EEMD,train,0.893162727,139.6668792,0.21935467,0.28680444,0.082256794
shp-4,spei-3,RNN,EEMD,val,0.812598854,111.1755729,0.3149176,0.3828192,0.14655054
shp-4,spei-3,RNN,None,test,0.206818759,174.5435715,0.7459455,0.9511729,0.9047299
shp-4,spei-3,RNN,None,train,0.467887163,215.9343958,0.51110256,0.64006835,0.40968752
shp-4,spei-3,RNN,None,val,0.30650723,131.6957474,0.5695457,0.73642504,0.54232186
shp-4,spei-3,RNN,VMD,test,0.470692158,172.8552222,0.6607571,0.77701145,0.60374683
shp-4,spei-3,RNN,VMD,train,0.767100751,150.3799796,0.3325448,0.42345622,0.17931518
shp-4,spei-3,RNN,VMD,val,0.754704148,96.08137012,0.34342933,0.4379784,0.19182508
shp-4,spei-3,TCN,EEMD,test,0,618.4127331,1.1983911,1.4271483,2.0367522
shp-4,spei-3,TCN,EEMD,train,0.221276522,222.3034859,0.6132812,0.7743122,0.5995594
shp-4,spei-3,TCN,EEMD,val,0,220.2538729,0.812928,1.0269247,1.0545745
shp-4,spei-3,TCN,None,test,0.005564749,165.4240608,0.8441393,1.0650293,1.1342872
shp-4,spei-3,TCN,None,train,0.421156764,264.2259359,0.5245802,0.6675826,0.44566646
shp-4,spei-3,TCN,None,val,0.27073431,126.593399,0.5828251,0.75518,0.5702968
shp-4,spei-3,TCN,VMD,test,0.421193838,139.2590642,0.67231864,0.8125308,0.6602063
shp-4,spei-3,TCN,VMD,train,0.613362938,178.4278989,0.42798772,0.5456024,0.29768193
shp-4,spei-3,TCN,VMD,val,0.554937959,114.7615433,0.45651722,0.5899536,0.34804526
shp-4,spei-6,LSTM,EEMD,test,0.795897856,107.1505666,0.40711907,0.4791179,0.22955395
shp-4,spei-6,LSTM,EEMD,train,0.901956774,210.9226942,0.2178341,0.27654055,0.076474674
shp-4,spei-6,LSTM,EEMD,val,0.761293337,81.04137778,0.30823025,0.41162223,0.16943286
shp-4,spei-6,LSTM,None,test,0.189491868,191.4283156,0.80144304,0.9547668,0.9115796
shp-4,spei-6,LSTM,None,train,0.551673681,290.5871153,0.45683944,0.5913535,0.34969893
shp-4,spei-6,LSTM,None,val,0.47320044,128.55618,0.4689288,0.61148983,0.37391984
shp-4,spei-6,LSTM,VMD,test,0.383590102,147.6604462,0.7058349,0.8326326,0.69327706
shp-4,spei-6,LSTM,VMD,train,0.767266795,338.1610394,0.32463646,0.42606828,0.18153419
shp-4,spei-6,LSTM,VMD,val,0.723794043,100.5145431,0.3331078,0.44277498,0.19604969
shp-4,spei-6,RNN,EEMD,test,0.821746424,65.00677466,0.37890276,0.44775218,0.20048203
shp-4,spei-6,RNN,EEMD,train,0.914200678,132.6691866,0.20275247,0.25869733,0.06692431
shp-4,spei-6,RNN,EEMD,val,0.874222204,63.70171905,0.2157953,0.2987917,0.089276485
shp-4,spei-6,RNN,None,test,0.32547015,204.9914598,0.7290849,0.8710021,0.75864464
shp-4,spei-6,RNN,None,train,0.608490795,273.6907244,0.41286984,0.5526129,0.30538103
shp-4,spei-6,RNN,None,val,0.533895671,121.8011379,0.4244247,0.5751858,0.33083865
shp-4,spei-6,RNN,VMD,test,0.640881181,116.0568237,0.53339976,0.6355324,0.40390143
shp-4,spei-6,RNN,VMD,train,0.81057173,183.9940667,0.2907361,0.3843903,0.1477559
shp-4,spei-6,RNN,VMD,val,0.750521451,101.3682485,0.3312813,0.42080718,0.1770787
shp-4,spei-6,TCN,EEMD,test,0.70848155,228.6833048,0.48442897,0.57260036,0.3278712
shp-4,spei-6,TCN,EEMD,train,0.822058305,185.7827425,0.27643424,0.3725537,0.13879627
shp-4,spei-6,TCN,EEMD,val,0.772800863,107.9792619,0.3056448,0.40157798,0.16126488
shp-4,spei-6,TCN,None,test,0.30118072,221.6553926,0.7632563,0.88654554,0.785963
shp-4,spei-6,TCN,None,train,0.564821929,295.0771093,0.4463365,0.5826175,0.33944318
shp-4,spei-6,TCN,None,val,0.432975173,130.9607267,0.49626157,0.63440645,0.40247154
shp-4,spei-6,TCN,VMD,test,0.542313337,137.0956779,0.58578485,0.7174683,0.5147608
shp-4,spei-6,TCN,VMD,train,0.723086596,248.739171,0.35253537,0.4647528,0.21599516
shp-4,spei-6,TCN,VMD,val,0.677811295,119.8516726,0.34963572,0.47821337,0.22868802
shp-4,spei-9,LSTM,EEMD,test,0.96134327,20.46960443,0.16092919,0.21184394,0.044877853
shp-4,spei-9,LSTM,EEMD,train,0.960520595,96.51541114,0.12903634,0.17046693,0.029058976
shp-4,spei-9,LSTM,EEMD,val,0.935879253,43.97055507,0.15833238,0.20420958,0.04170155
shp-4,spei-9,LSTM,None,test,0.564730406,65.55912495,0.59924734,0.7108576,0.5053186
shp-4,spei-9,LSTM,None,train,0.696013242,299.0719318,0.32705694,0.4730229,0.22375068
shp-4,spei-9,LSTM,None,val,0.657535821,87.36361265,0.36823332,0.4719374,0.2227249
shp-4,spei-9,LSTM,VMD,test,0.550623298,59.98678207,0.60679317,0.7222853,0.521696
shp-4,spei-9,LSTM,VMD,train,0.82944198,347.4998236,0.26529452,0.35431612,0.12553991
shp-4,spei-9,LSTM,VMD,val,0.806394741,98.80866408,0.28699768,0.3548423,0.12591307
shp-4,spei-9,RNN,EEMD,test,0.982045298,15.22976309,0.115047514,0.14437518,0.020844193
shp-4,spei-9,RNN,EEMD,train,0.963141017,80.01978397,0.12579623,0.16471249,0.027130205
shp-4,spei-9,RNN,EEMD,val,0.956069808,33.01337361,0.13027835,0.16902788,0.028570427
shp-4,spei-9,RNN,None,test,0.548247367,69.39704418,0.6160425,0.72419214,0.5244543
shp-4,spei-9,RNN,None,train,0.719389141,415.117979,0.3102733,0.45447198,0.20654477
shp-4,spei-9,RNN,None,val,0.69654721,70.12469769,0.33818847,0.44424483,0.19735347
shp-4,spei-9,RNN,VMD,test,0.692563713,54.7419548,0.5034727,0.59742177,0.35691273
shp-4,spei-9,RNN,VMD,train,0.857636154,367.8825378,0.23910797,0.32370895,0.104787484
shp-4,spei-9,RNN,VMD,val,0.840389967,89.29490447,0.2477487,0.32218617,0.103803925
shp-4,spei-9,TCN,EEMD,test,0.835978627,63.92185092,0.39059123,0.4363688,0.19041772
shp-4,spei-9,TCN,EEMD,train,0.91514919,306.3428402,0.1792695,0.24990955,0.062454782
shp-4,spei-9,TCN,EEMD,val,0.881871529,67.91329384,0.23534243,0.27717504,0.076826
shp-4,spei-9,TCN,None,test,0.624600649,63.09025884,0.54614407,0.66016155,0.43581328
shp-4,spei-9,TCN,None,train,0.705873132,271.7213631,0.31721327,0.46528837,0.21649326
shp-4,spei-9,TCN,None,val,0.665078163,80.1674366,0.36362806,0.46671155,0.21781966
shp-4,spei-9,TCN,VMD,test,0.701755404,54.58828807,0.48227075,0.58842313,0.3462418
shp-4,spei-9,TCN,VMD,train,0.834479064,164.1809225,0.24418573,0.34904492,0.121832356
shp-4,spei-9,TCN,VMD,val,0.767827749,106.8048477,0.3035437,0.38858137,0.15099548
shp-5,spei-1,LSTM,EEMD,test,0.545640826,133.2423329,0.60177225,0.72332764,0.52320284
shp-5,spei-1,LSTM,EEMD,train,0.596406132,180.8212757,0.46454054,0.5853527,0.34263784
shp-5,spei-1,LSTM,EEMD,val,0.570271552,226.5213013,0.48013902,0.59972936,0.3596753
shp-5,spei-1,LSTM,None,test,0,105.7992816,0.8644139,1.1137179,1.2403675
shp-5,spei-1,LSTM,None,train,0,106.1135769,0.6964743,0.9227517,0.85147077
shp-5,spei-1,LSTM,None,val,0,108.9773297,0.7118981,0.94020694,0.88398916
shp-5,spei-1,LSTM,VMD,test,0.421803653,120.7052588,0.66915435,0.8159679,0.6658036
shp-5,spei-1,LSTM,VMD,train,0.578814149,187.2114778,0.46357876,0.59797394,0.35757282
shp-5,spei-1,LSTM,VMD,val,0.505350232,198.2032657,0.53080887,0.64343864,0.4140133
shp-5,spei-1,RNN,EEMD,test,0.54610011,145.3435898,0.5759341,0.72296196,0.52267396
shp-5,spei-1,RNN,EEMD,train,0.618450075,189.1411185,0.44918472,0.5691426,0.32392326
shp-5,spei-1,RNN,EEMD,val,0.608005524,267.3699379,0.48125687,0.57279366,0.3280926
shp-5,spei-1,RNN,None,test,0,111.1024737,0.8582383,1.1031075,1.2168461
shp-5,spei-1,RNN,None,train,0.021561682,114.763248,0.6903839,0.91140646,0.8306617
shp-5,spei-1,RNN,None,val,0,107.0057869,0.70463735,0.9488815,0.90037614
shp-5,spei-1,RNN,VMD,test,0.432121694,148.2646346,0.64873534,0.80865455,0.6539222
shp-5,spei-1,RNN,VMD,train,0.532561153,176.397872,0.48809502,0.62995243,0.3968401
shp-5,spei-1,RNN,VMD,val,0.576539963,198.4515548,0.48013076,0.5953392,0.35442874
shp-5,spei-1,TCN,EEMD,test,0.443896413,171.708107,0.62257355,0.8002271,0.6403634
shp-5,spei-1,TCN,EEMD,train,0.564419925,154.2030573,0.4777816,0.60810614,0.36979306
shp-5,spei-1,TCN,EEMD,val,0.641064793,141.8449283,0.44788527,0.54810816,0.30042258
shp-5,spei-1,TCN,None,test,0,111.0851407,0.81186086,1.0835884,1.1741637
shp-5,spei-1,TCN,None,train,0.010451019,102.2259951,0.6963903,0.91656655,0.84009427
shp-5,spei-1,TCN,None,val,0,102.5430202,0.6994753,0.9368074,0.8776081
shp-5,spei-1,TCN,VMD,test,0.366165996,141.6879654,0.6868928,0.85432506,0.72987133
shp-5,spei-1,TCN,VMD,train,0.456081033,148.5973358,0.5221586,0.679536,0.4617692
shp-5,spei-1,TCN,VMD,val,0.532357424,135.2300644,0.48167896,0.6256267,0.39140877
shp-5,spei-12,LSTM,EEMD,test,0.935626142,64.89480734,0.15556183,0.19642416,0.03858245
shp-5,spei-12,LSTM,EEMD,train,0.980317162,186.4992619,0.094090864,0.123393275,0.0152259
shp-5,spei-12,LSTM,EEMD,val,0.957893316,81.18214011,0.13905533,0.1904068,0.03625475
shp-5,spei-12,LSTM,None,test,0.451650858,189.0369534,0.46469092,0.57328254,0.3286529
shp-5,spei-12,LSTM,None,train,0.79234235,227.4020195,0.29889795,0.40079436,0.16063613
shp-5,spei-12,LSTM,None,val,0.581100315,53.58693004,0.4510415,0.6005677,0.36068153
shp-5,spei-12,LSTM,VMD,test,0.516944319,140.1775599,0.4282113,0.53806996,0.28951928
shp-5,spei-12,LSTM,VMD,train,0.921772607,480.9587955,0.18870889,0.24599545,0.060513757
shp-5,spei-12,LSTM,VMD,val,0.729754627,89.67401385,0.3802191,0.4823764,0.232687
shp-5,spei-12,RNN,EEMD,test,0.945343032,53.7770927,0.1260622,0.18099348,0.03275864
shp-5,spei-12,RNN,EEMD,train,0.98234768,262.7640247,0.09020584,0.11685533,0.013655169
shp-5,spei-12,RNN,EEMD,val,0.968284629,73.17091823,0.1198106,0.16525014,0.027307607
shp-5,spei-12,RNN,None,test,0.621537238,200.0058889,0.37260607,0.47626835,0.22683154
shp-5,spei-12,RNN,None,train,0.840707034,280.7686806,0.24476363,0.35103136,0.12322302
shp-5,spei-12,RNN,None,val,0.743579745,110.6321335,0.32837674,0.4698758,0.22078328
shp-5,spei-12,RNN,VMD,test,0.756674871,105.0826907,0.3111141,0.38188592,0.14583685
shp-5,spei-12,RNN,VMD,train,0.932012163,369.9789762,0.17455775,0.22933125,0.052592825
shp-5,spei-12,RNN,VMD,val,0.886008747,71.49931788,0.23381317,0.31328726,0.0981489
shp-5,spei-12,TCN,EEMD,test,0,230.6535959,0.69261366,0.79227614,0.62770146
shp-5,spei-12,TCN,EEMD,train,0.844650581,330.6373358,0.27351806,0.34665897,0.12017244
shp-5,spei-12,TCN,EEMD,val,0.640438288,269.9761391,0.48235688,0.55640835,0.30959028
shp-5,spei-12,TCN,None,test,0.619834065,178.2955289,0.36688256,0.4773388,0.22785233
shp-5,spei-12,TCN,None,train,0.829763815,207.9439878,0.24335071,0.3628888,0.13168828
shp-5,spei-12,TCN,None,val,0.769061491,106.4767361,0.29992747,0.4459181,0.19884296
shp-5,spei-12,TCN,VMD,test,0.681540132,145.6183434,0.32942304,0.43688536,0.19086882
shp-5,spei-12,TCN,VMD,train,0.899370104,308.3836317,0.20199437,0.27900445,0.07784349
shp-5,spei-12,TCN,VMD,val,0.87030077,31.54554665,0.2435522,0.3341763,0.111673795
shp-5,spei-3,LSTM,EEMD,test,0.649585187,2200.693321,0.44418105,0.5803087,0.33675814
shp-5,spei-3,LSTM,EEMD,train,0.847888097,106.3686252,0.27870807,0.36335468,0.13202663
shp-5,spei-3,LSTM,EEMD,val,0.69562602,118.2854056,0.45505953,0.5616741,0.31547782
shp-5,spei-3,LSTM,None,test,0.200036883,946.5417862,0.6362334,0.8768046,0.76878625
shp-5,spei-3,LSTM,None,train,0.470536649,169.9675322,0.525248,0.67790234,0.4595516
shp-5,spei-3,LSTM,None,val,0.322786748,187.958622,0.6505838,0.8378058,0.7019186
shp-5,spei-3,LSTM,VMD,test,0.676104099,1442.959976,0.47563967,0.5579182,0.31127274
shp-5,spei-3,LSTM,VMD,train,0.751314685,147.8089333,0.35856298,0.4645947,0.21584824
shp-5,spei-3,LSTM,VMD,val,0.752804801,251.7511129,0.39223084,0.506175,0.2562131
shp-5,spei-3,RNN,EEMD,test,0.830989152,1443.608952,0.30478445,0.40301862,0.16242401
shp-5,spei-3,RNN,EEMD,train,0.862701252,118.3860779,0.273605,0.3452093,0.11916945
shp-5,spei-3,RNN,EEMD,val,0.841886923,92.43986011,0.32872286,0.4048224,0.16388118
shp-5,spei-3,RNN,None,test,0.179156125,1114.153194,0.6577296,0.8881741,0.7888532
shp-5,spei-3,RNN,None,train,0.482516408,161.4869118,0.51956844,0.67018926,0.44915366
shp-5,spei-3,RNN,None,val,0.311616719,192.7094102,0.67092204,0.844687,0.71349615
shp-5,spei-3,RNN,VMD,test,0.585038275,820.9342957,0.5222853,0.6314978,0.3987895
shp-5,spei-3,RNN,VMD,train,0.746292204,146.019125,0.3663546,0.46926275,0.22020753
shp-5,spei-3,RNN,VMD,val,0.743406385,232.4441671,0.38155308,0.5157077,0.26595438
shp-5,spei-3,TCN,EEMD,test,0.50637728,2469.668579,0.5884654,0.688756,0.4743848
shp-5,spei-3,TCN,EEMD,train,0.679856539,151.7909646,0.40658373,0.52713454,0.27787083
shp-5,spei-3,TCN,EEMD,val,0.746604025,110.5069518,0.38791454,0.51248425,0.2626401
shp-5,spei-3,TCN,None,test,0.055885613,1212.96587,0.7140212,0.95253325,0.90731955
shp-5,spei-3,TCN,None,train,0.403378904,181.2875271,0.5574352,0.7196121,0.51784164
shp-5,spei-3,TCN,None,val,0.297420859,135.6979012,0.64941627,0.8533522,0.7282099
shp-5,spei-3,TCN,VMD,test,0.523074716,1159.831524,0.5484942,0.6770068,0.45833814
shp-5,spei-3,TCN,VMD,train,0.669735849,154.2225718,0.4220581,0.5354019,0.2866552
shp-5,spei-3,TCN,VMD,val,0.686251521,170.0910687,0.44117403,0.5702581,0.3251943
shp-5,spei-6,LSTM,EEMD,test,0.821745485,222.834897,0.29096806,0.3690341,0.13618618
shp-5,spei-6,LSTM,EEMD,train,0.916324235,66.22305512,0.20976399,0.26967013,0.07272198
shp-5,spei-6,LSTM,EEMD,val,0.801287234,67.72814989,0.34576783,0.4619648,0.21341145
shp-5,spei-6,LSTM,None,test,0.278384209,216.2389517,0.5960435,0.74250484,0.5513134
shp-5,spei-6,LSTM,None,train,0.559484094,144.036448,0.4770065,0.618748,0.38284907
shp-5,spei-6,LSTM,None,val,0.375787258,101.9367576,0.6301266,0.81877065,0.6703854
shp-5,spei-6,LSTM,VMD,test,0.433650255,203.4526587,0.5162361,0.65779203,0.43269038
shp-5,spei-6,LSTM,VMD,train,0.768603429,116.1004663,0.3441007,0.44844735,0.20110503
shp-5,spei-6,LSTM,VMD,val,0.628847361,94.3492949,0.5167962,0.63135296,0.3986066
shp-5,spei-6,RNN,EEMD,test,0.891319804,110.6521726,0.22376375,0.2881519,0.08303151
shp-5,spei-6,RNN,EEMD,train,0.931916744,63.62696886,0.18119,0.24325019,0.059170652
shp-5,spei-6,RNN,EEMD,val,0.881225243,61.28585339,0.26683912,0.35715607,0.12756047
shp-5,spei-6,RNN,None,test,0.253897011,288.1259918,0.6058901,0.75499773,0.57002157
shp-5,spei-6,RNN,None,train,0.623315066,155.0986528,0.4325254,0.57216614,0.32737407
shp-5,spei-6,RNN,None,val,0.338929713,112.2197866,0.65164214,0.84259677,0.7099693
shp-5,spei-6,RNN,VMD,test,0.626613438,152.3621678,0.43549204,0.53410375,0.2852668
shp-5,spei-6,RNN,VMD,train,0.834841877,107.1145177,0.28051224,0.37886366,0.14353769
shp-5,spei-6,RNN,VMD,val,0.732775271,82.03140497,0.4345666,0.5357156,0.2869912
shp-5,spei-6,TCN,EEMD,test,0.739339232,227.9852629,0.35081363,0.446256,0.19914444
shp-5,spei-6,TCN,EEMD,train,0.840259641,76.08548999,0.28397867,0.37259784,0.13882914
shp-5,spei-6,TCN,EEMD,val,0.782319456,69.69115138,0.34484157,0.48351035,0.23378226
shp-5,spei-6,TCN,None,test,0.118906379,181.7399979,0.64156467,0.8204597,0.6731542
shp-5,spei-6,TCN,None,train,0.565126151,144.9124575,0.47579744,0.6147728,0.3779456
shp-5,spei-6,TCN,None,val,0.338078797,102.4564028,0.6505795,0.8431389,0.7108832
shp-5,spei-6,TCN,VMD,test,0.511727482,150.3800035,0.48217177,0.61076957,0.37303948
shp-5,spei-6,TCN,VMD,train,0.783832148,117.7308679,0.33236995,0.43343958,0.18786986
shp-5,spei-6,TCN,VMD,val,0.620320052,83.60757232,0.50680894,0.6385645,0.40776467
shp-5,spei-9,LSTM,EEMD,test,0.930317722,74.83007908,0.17119734,0.21865621,0.04781054
shp-5,spei-9,LSTM,EEMD,train,0.955653731,98.57056737,0.14595675,0.19124703,0.036575425
shp-5,spei-9,LSTM,EEMD,val,0.900622942,96.04347944,0.19447239,0.30341133,0.092058435
shp-5,spei-9,LSTM,None,test,0.482234299,145.8733678,0.4768447,0.59602886,0.3552504
shp-5,spei-9,LSTM,None,train,0.720384419,149.1395593,0.3371474,0.4802273,0.23061824
shp-5,spei-9,LSTM,None,val,0.488065839,625.8622646,0.5237751,0.6886456,0.47423276
shp-5,spei-9,LSTM,VMD,test,0.136139512,131.4979792,0.57176226,0.769879,0.59271365
shp-5,spei-9,LSTM,VMD,train,0.582349747,279.3478012,0.45321396,0.5869114,0.34446496
shp-5,spei-9,LSTM,VMD,val,0.114793718,452.6573658,0.6949346,0.90554696,0.82001525
shp-5,spei-9,RNN,EEMD,test,0.93305482,93.47503781,0.17724657,0.21431883,0.045932557
shp-5,spei-9,RNN,EEMD,train,0.961342759,97.84520268,0.13658527,0.17855892,0.03188329
shp-5,spei-9,RNN,EEMD,val,0.893344156,67.54059792,0.2002031,0.31432652,0.09880117
shp-5,spei-9,RNN,None,test,0.53719911,147.2310066,0.45812044,0.56350493,0.31753784
shp-5,spei-9,RNN,None,train,0.735015422,138.6205673,0.33296305,0.4674944,0.21855102
shp-5,spei-9,RNN,None,val,0.536732256,721.0679531,0.49428758,0.6550957,0.4291504
shp-5,spei-9,RNN,VMD,test,0.732067466,170.9224105,0.35082802,0.42875913,0.18383439
shp-5,spei-9,RNN,VMD,train,0.893170685,119.2959785,0.22486456,0.29683244,0.08810949
shp-5,spei-9,RNN,VMD,val,0.808373526,557.8015327,0.32513246,0.42132425,0.17751414
shp-5,spei-9,TCN,EEMD,test,0.89029064,94.79433894,0.20316227,0.27436107,0.075274
shp-5,spei-9,TCN,EEMD,train,0.913706556,97.90742397,0.19293426,0.2667811,0.07117215
shp-5,spei-9,TCN,EEMD,val,0.893346883,55.68358898,0.21789046,0.31432253,0.09879865
shp-5,spei-9,TCN,None,test,0.427423537,143.8616395,0.48990712,0.6267833,0.39285728
shp-5,spei-9,TCN,None,train,0.719973326,145.3550458,0.3359231,0.48058015,0.23095728
shp-5,spei-9,TCN,None,val,0.494600236,730.0358772,0.4919001,0.6842365,0.4681796
shp-5,spei-9,TCN,VMD,test,0.707121521,127.6345015,0.3510448,0.44827485,0.20095034
shp-5,spei-9,TCN,VMD,train,0.849020228,205.5091381,0.26511392,0.35287878,0.12452342
shp-5,spei-9,TCN,VMD,val,0.718044251,740.2726173,0.38548046,0.51106864,0.26119113
shp-6,spei-1,LSTM,EEMD,test,0.260840058,283.9577913,0.78057474,0.9639796,0.9292567
shp-6,spei-1,LSTM,EEMD,train,0.663442999,303.1416655,0.4352166,0.54723066,0.29946136
shp-6,spei-1,LSTM,EEMD,val,0.448163152,431.9784641,0.5418795,0.6709386,0.4501586
shp-6,spei-1,LSTM,None,test,0,112.2198582,0.8978968,1.1753218,1.3813814
shp-6,spei-1,LSTM,None,train,0.012107074,137.5697255,0.7090546,0.93755347,0.87900645
shp-6,spei-1,LSTM,None,val,0,189.2445207,0.6926783,0.9099317,0.8279757
shp-6,spei-1,LSTM,VMD,test,0.526592463,119.3091631,0.6298254,0.771465,0.5951582
shp-6,spei-1,LSTM,VMD,train,0.543493181,301.9992352,0.495989,0.63733053,0.4061902
shp-6,spei-1,LSTM,VMD,val,0.47056973,485.0681782,0.5028022,0.6571762,0.43188056
shp-6,spei-1,RNN,EEMD,test,0.509721816,235.5881453,0.61711544,0.78509086,0.61636764
shp-6,spei-1,RNN,EEMD,train,0.646894932,300.3363848,0.44824025,0.5605225,0.31418547
shp-6,spei-1,RNN,EEMD,val,0.644089609,363.2809401,0.46461913,0.53882504,0.2903324
shp-6,spei-1,RNN,None,test,0,97.94117808,0.87451077,1.1382513,1.2956161
shp-6,spei-1,RNN,None,train,0.026241958,164.0617132,0.7165252,0.93082196,0.8664295
shp-6,spei-1,RNN,None,val,0.021292865,134.6458912,0.6757169,0.89351904,0.79837626
shp-6,spei-1,RNN,VMD,test,0.455153286,142.8342223,0.6701481,0.8276292,0.6849701
shp-6,spei-1,RNN,VMD,train,0.532824725,327.6236534,0.5021363,0.6447346,0.41568276
shp-6,spei-1,RNN,VMD,val,0.453224301,527.2279739,0.5390332,0.6678548,0.44603002
shp-6,spei-1,TCN,EEMD,test,0.52835536,205.2655458,0.6185096,0.7700272,0.59294194
shp-6,spei-1,TCN,EEMD,train,0.607108474,256.51052,0.46625495,0.5912585,0.34958667
shp-6,spei-1,TCN,EEMD,val,0.643758506,276.2041807,0.44447923,0.5390756,0.29060254
shp-6,spei-1,TCN,None,test,0,103.9552808,0.90348357,1.1681154,1.3644935
shp-6,spei-1,TCN,None,train,0.017764032,138.8908625,0.71900105,0.93486524,0.873973
shp-6,spei-1,TCN,None,val,0,136.1477852,0.68923503,0.91157806,0.8309745
shp-6,spei-1,TCN,VMD,test,0.430531383,95.34072876,0.6846712,0.8461231,0.71592426
shp-6,spei-1,TCN,VMD,train,0.3938815,274.9508858,0.57659787,0.73437834,0.5393115
shp-6,spei-1,TCN,VMD,val,0.364280581,295.8661318,0.5591829,0.7201288,0.51858544
shp-6,spei-12,LSTM,EEMD,test,0.951504949,14.55372274,0.12378469,0.16452877,0.027069716
shp-6,spei-12,LSTM,EEMD,train,0.980654784,133.7275028,0.094293304,0.124950066,0.015612518
shp-6,spei-12,LSTM,EEMD,val,0.969605958,25.41143894,0.108728595,0.15214258,0.023147367
shp-6,spei-12,LSTM,None,test,0.306323051,66.48722887,0.52535635,0.62225986,0.38720733
shp-6,spei-12,LSTM,None,train,0.827592224,270.8395243,0.2643495,0.37301657,0.13914135
shp-6,spei-12,LSTM,None,val,0.743770033,54.47993279,0.33539838,0.4417449,0.19513854
shp-6,spei-12,LSTM,VMD,test,0.31499964,108.8698506,0.5348257,0.61835593,0.38236406
shp-6,spei-12,LSTM,VMD,train,0.905819446,127.8795958,0.20561212,0.2756959,0.07600823
shp-6,spei-12,LSTM,VMD,val,0.830241948,45.94429135,0.2696157,0.35956034,0.12928364
shp-6,spei-12,RNN,EEMD,test,0.953269862,16.54092968,0.12452209,0.16150711,0.02608455
shp-6,spei-12,RNN,EEMD,train,0.979359178,106.9224477,0.09775269,0.1290664,0.016658135
shp-6,spei-12,RNN,EEMD,val,0.97016472,22.38720208,0.10695935,0.15073761,0.022721829
shp-6,spei-12,RNN,None,test,0.028493345,98.39926362,0.6266344,0.7364038,0.54229057
shp-6,spei-12,RNN,None,train,0.837905988,251.6608953,0.257984,0.36168724,0.13081765
shp-6,spei-12,RNN,None,val,0.615513116,63.62422109,0.42075315,0.5411247,0.29281592
shp-6,spei-12,RNN,VMD,test,0.633787364,72.49327898,0.37981978,0.45212635,0.20441823
shp-6,spei-12,RNN,VMD,train,0.922329597,115.1581764,0.18601723,0.25036722,0.062683746
shp-6,spei-12,RNN,VMD,val,0.893800393,38.18066716,0.21619736,0.28439242,0.080879055
shp-6,spei-12,TCN,EEMD,test,0.757144257,65.02069831,0.31336233,0.36818606,0.13556097
