shp,spei,model,dec,period,r2,mape,mae,rmse,mse
shp-11,spei-1,RNN,None,test,0,309.7772837,0.91427785,1.1873615,1.4098272
shp-11,spei-1,RNN,None,train,0.02324903,112.6090527,0.66594625,0.8617664,0.7426413
shp-11,spei-1,RNN,None,val,0,117.3833728,0.7591522,0.92631197,0.85805386
shp-11,spei-1,RNN,VMD,test,0.385652542,910.1073265,0.70009464,0.8610733,0.7414472
shp-11,spei-1,RNN,VMD,train,0.482095897,148.7187505,0.49036923,0.6275124,0.3937718
shp-11,spei-1,RNN,VMD,val,0.553071618,88.75820041,0.48496783,0.61439455,0.37748063
shp-11,spei-1,TCN,EEMD,test,0.461178184,1031.999969,0.6595187,0.80640954,0.6502964
shp-11,spei-1,TCN,EEMD,train,0.532288998,138.9040351,0.46387288,0.5963296,0.35560906
shp-11,spei-1,TCN,EEMD,val,0.566456228,123.9763379,0.5077041,0.60512465,0.36617586
shp-11,spei-1,TCN,None,test,0,422.1247673,0.9969346,1.2712786,1.6161493
shp-11,spei-1,TCN,None,train,0.026270688,111.4480019,0.6677717,0.8604324,0.74034387
shp-11,spei-1,TCN,None,val,0,114.4496679,0.7629884,0.93646145,0.87696004
shp-11,spei-1,TCN,VMD,test,0.395653605,849.9020576,0.6946245,0.8540358,0.7293771
shp-11,spei-1,TCN,VMD,train,0.467128694,138.2511139,0.49306813,0.63651526,0.40515167
shp-11,spei-1,TCN,VMD,val,0.44412756,100.4608512,0.5707448,0.6851978,0.46949598
shp-11,spei-12,LSTM,EEMD,test,0.975865891,14.16383684,0.14461797,0.17580736,0.030908227
shp-11,spei-12,LSTM,EEMD,train,0.980175678,91.35252237,0.080828846,0.110323966,0.012171377
shp-11,spei-12,LSTM,EEMD,val,0.978297511,16.58791304,0.09326711,0.13035981,0.016993683
shp-11,spei-12,LSTM,None,test,0.712994754,38.36166561,0.48223966,0.6062703,0.36756372
shp-11,spei-12,LSTM,None,train,0.839121014,194.3895102,0.2116515,0.3142826,0.098773554
shp-11,spei-12,LSTM,None,val,0.866630539,54.75795269,0.23819682,0.3231597,0.10443218
shp-11,spei-12,LSTM,VMD,test,0.854072452,35.43772697,0.35685146,0.4323048,0.18688744
shp-11,spei-12,LSTM,VMD,train,0.922962673,121.1138368,0.14930202,0.21748099,0.04729798
shp-11,spei-12,LSTM,VMD,val,0.920599632,36.86846197,0.1958082,0.24934475,0.062172808
shp-11,spei-12,RNN,EEMD,test,0.981791424,9.707689285,0.111534424,0.15270716,0.023319477
shp-11,spei-12,RNN,EEMD,train,0.985105447,92.72745252,0.0683807,0.09562786,0.009144687
shp-11,spei-12,RNN,EEMD,val,0.98426207,14.92905766,0.07643056,0.11101018,0.012323259
shp-11,spei-12,RNN,None,test,0.731741011,35.67942679,0.45547253,0.5861362,0.34355566
shp-11,spei-12,RNN,None,train,0.838634923,190.9505844,0.21050307,0.31475705,0.099071994
shp-11,spei-12,RNN,None,val,0.869566679,54.1680932,0.2311848,0.3195827,0.1021331
shp-11,spei-12,RNN,VMD,test,0.928577483,29.95427847,0.2522283,0.30243984,0.091469854
shp-11,spei-12,RNN,VMD,train,0.908294529,119.0236688,0.17905578,0.23728393,0.05630366
shp-11,spei-12,RNN,VMD,val,0.934401087,38.92112076,0.18248902,0.22664039,0.051365864
shp-11,spei-12,TCN,EEMD,test,0.961888213,17.20420569,0.15960275,0.22092815,0.04880925
shp-11,spei-12,TCN,EEMD,train,0.962143097,123.452282,0.10487784,0.15245554,0.023242693
shp-11,spei-12,TCN,EEMD,val,0.958782151,22.96161056,0.13374846,0.17965183,0.03227478
shp-11,spei-12,TCN,None,test,0.762541637,33.16354156,0.40839884,0.55146146,0.30410972
shp-11,spei-12,TCN,None,train,0.828003138,195.2002645,0.21046345,0.32496077,0.10559951
shp-11,spei-12,TCN,None,val,0.860945001,55.20527959,0.22465149,0.32997593,0.10888412
shp-11,spei-12,TCN,VMD,test,0.821386576,38.23361099,0.37449008,0.47827587,0.2287478
shp-11,spei-12,TCN,VMD,train,0.876604304,146.1290956,0.18975373,0.27524582,0.07576025
shp-11,spei-12,TCN,VMD,val,0.911815651,44.4272995,0.19299753,0.26277542,0.06905092
shp-11,spei-3,LSTM,EEMD,test,0.493570209,390.1100159,0.6152752,0.8140377,0.6626574
shp-11,spei-3,LSTM,EEMD,train,0.865700662,142.4721837,0.24486594,0.3171605,0.10059077
shp-11,spei-3,LSTM,EEMD,val,0.767206699,1897.104073,0.33538964,0.4463866,0.199261
shp-11,spei-3,LSTM,None,test,0.135773659,167.7429318,0.82133484,1.0634049,1.1308299
shp-11,spei-3,LSTM,None,train,0.440607429,233.4494114,0.5097574,0.6472923,0.41898736
shp-11,spei-3,LSTM,None,val,0.278428972,3292.798233,0.64993435,0.78589666,0.6176335
shp-11,spei-3,LSTM,VMD,test,0.647382766,326.6387224,0.56713647,0.67926097,0.4613955
shp-11,spei-3,LSTM,VMD,train,0.759901553,220.8937168,0.33202553,0.4240693,0.17983475
shp-11,spei-3,LSTM,VMD,val,0.687311232,2048.785973,0.41632274,0.51734716,0.26764807
shp-11,spei-3,RNN,EEMD,test,0.839895204,117.8668499,0.3559382,0.4577065,0.20949525
shp-11,spei-3,RNN,EEMD,train,0.8979908,122.029531,0.20989417,0.2764151,0.07640532
shp-11,spei-3,RNN,EEMD,val,0.82448414,788.0918026,0.30964503,0.38760027,0.15023397
shp-11,spei-3,RNN,None,test,0.25138396,150.5690575,0.77575487,0.9897249,0.9795553
shp-11,spei-3,RNN,None,train,0.475723147,237.887764,0.49347103,0.6266463,0.3926856
shp-11,spei-3,RNN,None,val,0.301423132,2300.23098,0.6230855,0.7732733,0.5979516
shp-11,spei-3,RNN,VMD,test,0.591707349,365.6617403,0.64105695,0.73092145,0.53424615
shp-11,spei-3,RNN,VMD,train,0.708232701,242.0498848,0.36679387,0.4674772,0.21853493
shp-11,spei-3,RNN,VMD,val,0.715488166,2818.309975,0.38900802,0.4934874,0.24352981
shp-11,spei-3,TCN,EEMD,test,0.720536053,238.9341593,0.4856403,0.60471094,0.3656753
shp-11,spei-3,TCN,EEMD,train,0.761574551,133.0657601,0.32986325,0.42258924,0.17858167
shp-11,spei-3,TCN,EEMD,val,0.695558548,2258.740425,0.38548192,0.5104789,0.2605887
shp-11,spei-3,TCN,None,test,0,169.7087288,0.95022076,1.3000954,1.6902481
shp-11,spei-3,TCN,None,train,0.43946594,223.5465527,0.5107653,0.64795244,0.41984236
shp-11,spei-3,TCN,None,val,0.305214763,2851.136589,0.6255668,0.7711719,0.5947061
shp-11,spei-3,TCN,VMD,test,0.542460978,321.1290359,0.65431213,0.773747,0.59868443
shp-11,spei-3,TCN,VMD,train,0.635174662,239.5961761,0.40735075,0.52273864,0.2732557
shp-11,spei-3,TCN,VMD,val,0.567529529,3356.628036,0.49435607,0.6084209,0.370176
shp-11,spei-6,LSTM,EEMD,test,0.742591947,108.5254192,0.4737552,0.56543803,0.31972018
shp-11,spei-6,LSTM,EEMD,train,0.91504921,159.9035621,0.19148873,0.25075284,0.06287699
shp-11,spei-6,LSTM,EEMD,val,0.733338088,72.47815132,0.35457137,0.45133808,0.20370607
shp-11,spei-6,LSTM,None,test,0.159282148,150.6245255,0.8468187,1.0218781,1.0442349
shp-11,spei-6,LSTM,None,train,0.569354177,243.7745094,0.43447804,0.56457585,0.31874588
shp-11,spei-6,LSTM,None,val,0.468919396,96.56917453,0.4929256,0.6369447,0.40569854
shp-11,spei-6,LSTM,VMD,test,0.689636111,85.09998322,0.49772874,0.6208827,0.38549533
shp-11,spei-6,LSTM,VMD,train,0.772422701,203.989172,0.31343648,0.4104182,0.16844311
shp-11,spei-6,LSTM,VMD,val,0.78445293,68.32895279,0.31186706,0.40578178,0.16465886
shp-11,spei-6,RNN,EEMD,test,0.844667241,77.05288529,0.37706554,0.43924364,0.19293499
shp-11,spei-6,RNN,EEMD,train,0.925774075,146.8325734,0.17618397,0.23439048,0.0549389
shp-11,spei-6,RNN,EEMD,val,0.829510257,50.41725636,0.2670213,0.36088648,0.13023905
shp-11,spei-6,RNN,None,test,0.221679807,148.9078999,0.81644267,0.98322546,0.9667323
shp-11,spei-6,RNN,None,train,0.624600291,302.7606249,0.39340293,0.5271196,0.27785504
shp-11,spei-6,RNN,None,val,0.511646479,81.86395764,0.4605176,0.61078537,0.3730588
shp-11,spei-6,RNN,VMD,test,0.697321653,89.34913278,0.49991167,0.613147,0.3759493
shp-11,spei-6,RNN,VMD,train,0.780514583,200.9515762,0.29817337,0.40305564,0.16245385
shp-11,spei-6,RNN,VMD,val,0.828929439,54.53923345,0.26955134,0.36150068,0.13068275
shp-11,spei-6,TCN,EEMD,test,0.679587573,123.2693791,0.54744196,0.6308537,0.3979764
shp-11,spei-6,TCN,EEMD,train,0.820322439,144.1151381,0.2755263,0.3646776,0.13298976
shp-11,spei-6,TCN,EEMD,val,0.714088768,83.382231,0.37702793,0.46734446,0.21841083
shp-11,spei-6,TCN,None,test,0.190873206,131.9815397,0.83351356,1.002495,1.0049964
shp-11,spei-6,TCN,None,train,0.590920568,263.060832,0.4203061,0.5502575,0.30278334
shp-11,spei-6,TCN,None,val,0.442073822,103.138113,0.51098067,0.65284467,0.42620614
shp-11,spei-6,TCN,VMD,test,0.320409238,156.4514995,0.7684152,0.91875076,0.8441029
shp-11,spei-6,TCN,VMD,train,0.679129928,232.2641373,0.37677026,0.48733404,0.23749448
shp-11,spei-6,TCN,VMD,val,0.685553521,82.26984143,0.38696268,0.49011147,0.24020925
shp-11,spei-9,LSTM,EEMD,test,0.943253089,34.03047025,0.21839863,0.25939298,0.06728471
shp-11,spei-9,LSTM,EEMD,train,0.961630419,50.24905801,0.118139304,0.1621526,0.026293468
shp-11,spei-9,LSTM,EEMD,val,0.963570941,42.62471199,0.13968968,0.17020845,0.028970916
shp-11,spei-9,LSTM,None,test,0.439328969,65.01399875,0.6571976,0.8153445,0.66478664
shp-11,spei-9,LSTM,None,train,0.719622791,115.0906444,0.29933718,0.43833056,0.19213368
shp-11,spei-9,LSTM,None,val,0.706514388,84.60271358,0.37384212,0.48311505,0.23340014
shp-11,spei-9,LSTM,VMD,test,0.51239565,68.25482249,0.62651247,0.7603628,0.5781516
shp-11,spei-9,LSTM,VMD,train,0.832777321,98.73555899,0.2507063,0.33851504,0.11459244
shp-11,spei-9,LSTM,VMD,val,0.817158133,59.41410661,0.2969123,0.38132474,0.14540856
shp-11,spei-9,RNN,EEMD,test,0.974305861,22.08704501,0.1449957,0.17454366,0.030465493
shp-11,spei-9,RNN,EEMD,train,0.963946849,47.97303081,0.11587184,0.15718171,0.02470609
shp-11,spei-9,RNN,EEMD,val,0.974209061,22.91598022,0.10101223,0.14321573,0.020510744
shp-11,spei-9,RNN,None,test,0.621330917,76.81857944,0.5558462,0.6700651,0.44898725
shp-11,spei-9,RNN,None,train,0.734674037,102.4796128,0.29570806,0.42640302,0.18181953
shp-11,spei-9,RNN,None,val,0.767485455,76.68145895,0.31620544,0.43001363,0.18491171
shp-11,spei-9,RNN,VMD,test,0.838346884,45.13206482,0.3548846,0.4378034,0.1916718
shp-11,spei-9,RNN,VMD,train,0.858491212,79.76244092,0.22418445,0.3114025,0.09697152
shp-11,spei-9,RNN,VMD,val,0.884874754,41.45525992,0.20737407,0.30258155,0.09155559
shp-11,spei-9,TCN,EEMD,test,0.906979062,36.79068089,0.25527576,0.33210656,0.11029476
shp-11,spei-9,TCN,EEMD,train,0.901930258,61.94347143,0.17911497,0.25923756,0.06720411
shp-11,spei-9,TCN,EEMD,val,0.89366626,57.70129561,0.23291694,0.29079884,0.08456397
shp-11,spei-9,TCN,None,test,0,112.0622873,1.3297328,1.6624964,2.7638943
shp-11,spei-9,TCN,None,train,0.713081032,113.5762572,0.30041662,0.44341463,0.19661655
shp-11,spei-9,TCN,None,val,0.717303932,91.25157595,0.3654712,0.47415137,0.22481953
shp-11,spei-9,TCN,VMD,test,0.467752934,68.38741302,0.64989287,0.7944082,0.6310844
shp-11,spei-9,TCN,VMD,train,0.764761627,108.8896751,0.2927389,0.40149903,0.16120146
shp-11,spei-9,TCN,VMD,val,0.796270669,63.36147785,0.31263477,0.40251672,0.16201971
shp-12,spei-1,LSTM,EEMD,test,0.544179082,175.1770616,0.6433053,0.7699513,0.592825
shp-12,spei-1,LSTM,EEMD,train,0.666273862,186.3660574,0.4002878,0.5133702,0.263549
shp-12,spei-1,LSTM,EEMD,val,0.54711464,292.8366661,0.5342249,0.6655367,0.44293913
shp-12,spei-1,LSTM,None,test,0,94.39485669,0.98081404,1.2267495,1.5049144
shp-12,spei-1,LSTM,None,train,0.012551606,129.6663404,0.69320345,0.8830652,0.77980417
shp-12,spei-1,LSTM,None,val,0,114.5905375,0.7843085,0.9890899,0.97829884
shp-12,spei-1,LSTM,VMD,test,0.476639867,102.6287556,0.6851001,0.8250238,0.68066424
shp-12,spei-1,LSTM,VMD,train,0.521746695,228.0449867,0.48990983,0.61456037,0.37768447
shp-12,spei-1,LSTM,VMD,val,0.59716934,128.7666678,0.47797188,0.62768126,0.39398372
shp-12,spei-1,RNN,EEMD,test,0.54338789,188.0803108,0.63373905,0.7706192,0.593854
shp-12,spei-1,RNN,EEMD,train,0.680575818,172.3386407,0.38815603,0.5022495,0.25225452
shp-12,spei-1,RNN,EEMD,val,0.63909471,294.0525055,0.49130765,0.59412044,0.3529791
shp-12,spei-1,RNN,None,test,0,100.7820606,0.9922026,1.236638,1.5292735
shp-12,spei-1,RNN,None,train,0.014066637,129.4805765,0.69207233,0.8823875,0.7786078
shp-12,spei-1,RNN,None,val,0,117.4552083,0.7888117,0.9947333,0.9894943
shp-12,spei-1,RNN,VMD,test,0.444957197,113.3426309,0.71352035,0.8496291,0.72186965
shp-12,spei-1,RNN,VMD,train,0.460776448,249.3834734,0.51185876,0.65255934,0.4258337
shp-12,spei-1,RNN,VMD,val,0.564792961,119.8269963,0.49469662,0.65241784,0.42564905
shp-12,spei-1,TCN,EEMD,test,0.436689734,193.915689,0.72078896,0.85593337,0.73262197
shp-12,spei-1,TCN,EEMD,train,0.582462788,158.7653518,0.4571508,0.57422644,0.329736
shp-12,spei-1,TCN,EEMD,val,0.572022885,278.5794497,0.5420043,0.646976,0.4185779
shp-12,spei-1,TCN,None,test,0,99.56517816,0.97736865,1.2075183,1.4581004
shp-12,spei-1,TCN,None,train,0.012892544,115.4126287,0.6997077,0.88291276,0.77953494
shp-12,spei-1,TCN,None,val,0,130.2546024,0.7989308,0.9930832,0.98621416
shp-12,spei-1,TCN,VMD,test,0.368071854,110.1938367,0.7486687,0.9065672,0.82186407
shp-12,spei-1,TCN,VMD,train,0.398280203,207.4354172,0.5542044,0.6893388,0.475188
shp-12,spei-1,TCN,VMD,val,0.426064909,138.4852409,0.58140475,0.74921983,0.5613304
shp-12,spei-12,LSTM,EEMD,test,0.9573217,68.31356883,0.18510315,0.21674666,0.046979114
shp-12,spei-12,LSTM,EEMD,train,0.984061442,44.40850019,0.08163751,0.10981539,0.012059419
shp-12,spei-12,LSTM,EEMD,val,0.97716986,27.03483403,0.12054096,0.13885893,0.019281803
shp-12,spei-12,LSTM,None,test,0.835523382,77.03224421,0.28428805,0.42550135,0.1810514
shp-12,spei-12,LSTM,None,train,0.853048638,173.3430505,0.22663692,0.33344597,0.11118622
shp-12,spei-12,LSTM,None,val,0.864196524,53.73620987,0.22441214,0.33866864,0.11469644
shp-12,spei-12,LSTM,VMD,test,0.857154205,72.58818746,0.31951866,0.39653596,0.15724078
shp-12,spei-12,LSTM,VMD,train,0.939881437,106.4714551,0.15265849,0.21327649,0.04548686
shp-12,spei-12,LSTM,VMD,val,0.943497784,33.098948,0.16042991,0.21845011,0.04772045
shp-12,spei-12,RNN,EEMD,test,0.977767315,38.59595954,0.12218922,0.15643892,0.024473136
shp-12,spei-12,RNN,EEMD,train,0.983319582,67.52679348,0.0814843,0.112342,0.012620725
shp-12,spei-12,RNN,EEMD,val,0.981950449,19.80234683,0.09799759,0.12346752,0.015244229
shp-12,spei-12,RNN,None,test,0.802674234,49.42588508,0.3130159,0.46605885,0.21721084
shp-12,spei-12,RNN,None,train,0.860550269,189.2923474,0.21128133,0.32482356,0.10551035
shp-12,spei-12,RNN,None,val,0.869075432,51.28909945,0.21968189,0.33252943,0.110575825
shp-12,spei-12,RNN,VMD,test,0.843124807,76.71394944,0.34248677,0.4155526,0.17268395
shp-12,spei-12,RNN,VMD,train,0.940967977,74.92079735,0.14747298,0.2113404,0.044664763
shp-12,spei-12,RNN,VMD,val,0.940342169,32.81397223,0.17037022,0.2244674,0.050385613
shp-12,spei-12,TCN,EEMD,test,0.962220214,45.17544806,0.14142238,0.20392881,0.04158696
shp-12,spei-12,TCN,EEMD,train,0.967926476,51.38149858,0.10710841,0.15578012,0.024267444
shp-12,spei-12,TCN,EEMD,val,0.974280264,27.70359814,0.100177936,0.14738484,0.021722289
shp-12,spei-12,TCN,None,test,0.863915712,48.47404659,0.23975393,0.3870373,0.14979789
shp-12,spei-12,TCN,None,train,0.85680519,190.3236628,0.21310659,0.3291564,0.10834394
shp-12,spei-12,TCN,None,val,0.863258585,52.01429129,0.22150896,0.33983615,0.11548861
shp-12,spei-12,TCN,VMD,test,0.892675333,73.44864607,0.2474919,0.3437151,0.11814008
shp-12,spei-12,TCN,VMD,train,0.913217522,96.8413353,0.1778934,0.2562446,0.06566129
shp-12,spei-12,TCN,VMD,val,0.92060741,43.25775802,0.1916853,0.25894618,0.06705313
shp-12,spei-3,LSTM,EEMD,test,0.646467179,356.8599701,0.5462757,0.6731071,0.45307317
shp-12,spei-3,LSTM,EEMD,train,0.849973872,183.1639647,0.26442367,0.3422026,0.11710263
shp-12,spei-3,LSTM,EEMD,val,0.612800509,124.8870492,0.49562466,0.6224698,0.3874686
shp-12,spei-3,LSTM,None,test,0.12755537,879.1140556,0.8433969,1.0573975,1.1180893
shp-12,spei-3,LSTM,None,train,0.465400934,252.6489496,0.50839716,0.64597243,0.41728038
shp-12,spei-3,LSTM,None,val,0.259626091,123.2235074,0.67727375,0.8607488,0.74088854
shp-12,spei-3,LSTM,VMD,test,0.60123086,504.8201084,0.5828381,0.7148749,0.5110462
shp-12,spei-3,LSTM,VMD,train,0.691355944,340.7621145,0.39216277,0.49082744,0.24091157
shp-12,spei-3,LSTM,VMD,val,0.684744984,125.2800584,0.4700326,0.56167084,0.31547412
shp-12,spei-3,RNN,EEMD,test,0.793517947,379.8086882,0.39624944,0.5144113,0.26461893
shp-12,spei-3,RNN,EEMD,train,0.907490954,164.9796724,0.20201139,0.26871505,0.07220778
shp-12,spei-3,RNN,EEMD,val,0.794138521,71.59168124,0.3587947,0.45387724,0.20600456
shp-12,spei-3,RNN,None,test,0.128741145,742.0230389,0.8467056,1.0566785,1.1165696
shp-12,spei-3,RNN,None,train,0.488145053,292.6247835,0.50275856,0.63208187,0.39952746
shp-12,spei-3,RNN,None,val,0.257839143,129.0339947,0.6951917,0.86178696,0.74267673
shp-12,spei-3,RNN,VMD,test,0.593672335,624.2744446,0.58573395,0.72161824,0.5207329
shp-12,spei-3,RNN,VMD,train,0.692326158,351.3075352,0.39106172,0.49005538,0.24015428
shp-12,spei-3,RNN,VMD,val,0.707856894,108.4018826,0.45813727,0.5406904,0.29234615
shp-12,spei-3,TCN,EEMD,test,0,2710.929871,1.6352091,1.8537227,3.4362876
shp-12,spei-3,TCN,EEMD,train,0.383929968,318.4990406,0.5454011,0.6934496,0.4808724
shp-12,spei-3,TCN,EEMD,val,0,337.8660202,1.2064991,1.4351699,2.059713
shp-12,spei-3,TCN,None,test,0.157569885,755.4191113,0.8240137,1.0390495,1.0796238
shp-12,spei-3,TCN,None,train,0.458510518,248.0633497,0.51588726,0.65012205,0.42265868
shp-12,spei-3,TCN,None,val,0.245685518,132.1294904,0.69641423,0.8688146,0.75483876
shp-12,spei-3,TCN,VMD,test,0.364478946,296.5106964,0.7278018,0.9024731,0.8144577
shp-12,spei-3,TCN,VMD,train,0.551256239,364.1370535,0.46458155,0.5918329,0.35026616
shp-12,spei-3,TCN,VMD,val,0.502937764,119.2397237,0.55753106,0.70527136,0.4974077
shp-12,spei-6,LSTM,EEMD,test,0.871014386,79.25212979,0.29253033,0.3784983,0.14326096
shp-12,spei-6,LSTM,EEMD,train,0.945440132,114.5696044,0.16476068,0.21136606,0.04467561
shp-12,spei-6,LSTM,EEMD,val,0.83841671,215.3888464,0.27213994,0.3578505,0.12805697
shp-12,spei-6,LSTM,None,test,0.299760163,119.666183,0.70107126,0.8818946,0.7777381
shp-12,spei-6,LSTM,None,train,0.623252124,282.4172974,0.42158964,0.55542314,0.3084949
shp-12,spei-6,LSTM,None,val,0.421243906,212.6784325,0.51888824,0.67725337,0.45867214
shp-12,spei-6,LSTM,VMD,test,0.575916618,93.35313439,0.52824664,0.6863078,0.47101834
shp-12,spei-6,LSTM,VMD,train,0.8040483,240.6206131,0.30035138,0.4005651,0.1604524
shp-12,spei-6,LSTM,VMD,val,0.822329804,245.2460051,0.27431428,0.37524137,0.14080608
shp-12,spei-6,RNN,EEMD,test,0.901583701,88.44707012,0.25236595,0.33061823,0.109308414
shp-12,spei-6,RNN,EEMD,train,0.936973616,96.06423378,0.16867957,0.2271746,0.051608298
shp-12,spei-6,RNN,EEMD,val,0.823841676,283.8648081,0.2820894,0.3736414,0.13960789
shp-12,spei-6,RNN,None,test,0.34377104,123.710835,0.67071456,0.85373086,0.7288564
shp-12,spei-6,RNN,None,train,0.666299909,259.6637249,0.3863114,0.5227292,0.2732458
shp-12,spei-6,RNN,None,val,0.452789783,168.6311007,0.49593198,0.6585375,0.43367162
shp-12,spei-6,RNN,VMD,test,0.711149305,67.89095998,0.41386774,0.5664088,0.32081893
shp-12,spei-6,RNN,VMD,train,0.800974324,213.9275074,0.30289122,0.40369478,0.16296948
shp-12,spei-6,RNN,VMD,val,0.835237786,70.02969384,0.25741857,0.36135346,0.13057631
shp-12,spei-6,TCN,EEMD,test,0.815698385,168.2133079,0.34129652,0.45243672,0.204699
shp-12,spei-6,TCN,EEMD,train,0.894667327,132.37288,0.22715726,0.2936839,0.08625023
shp-12,spei-6,TCN,EEMD,val,0.82774654,146.3911295,0.28835565,0.36947697,0.13651323
shp-12,spei-6,TCN,None,test,0,121.1749911,0.8911573,1.143091,1.3066571
shp-12,spei-6,TCN,None,train,0.624649882,271.1810589,0.42671105,0.55439186,0.30735037
shp-12,spei-6,TCN,None,val,0.423902094,231.4223766,0.51354647,0.6756963,0.45656553
shp-12,spei-6,TCN,VMD,test,0.584628671,88.86577487,0.53181475,0.6792217,0.4613421
shp-12,spei-6,TCN,VMD,train,0.751779333,294.634223,0.3435842,0.45083493,0.20325212
shp-12,spei-6,TCN,VMD,val,0.717294455,178.8900852,0.3652426,0.4733371,0.22404803
shp-12,spei-9,LSTM,EEMD,test,0.949878231,56.73597455,0.19553906,0.22624505,0.05118682
shp-12,spei-9,LSTM,EEMD,train,0.952856161,75.89502335,0.14740643,0.19475453,0.037929326
shp-12,spei-9,LSTM,EEMD,val,0.924688682,82.14631677,0.19658567,0.25107834,0.06304033
shp-12,spei-9,LSTM,None,test,0.478943586,87.00509071,0.5704591,0.7294714,0.5321285
shp-12,spei-9,LSTM,None,train,0.752805784,130.3929687,0.3053433,0.4459583,0.1988788
shp-12,spei-9,LSTM,None,val,0.721409649,172.3701954,0.3632374,0.4829055,0.23319772
shp-12,spei-9,LSTM,VMD,test,0.737791687,81.5792799,0.40983677,0.51747465,0.26778004
shp-12,spei-9,LSTM,VMD,train,0.875695579,128.6039948,0.22001027,0.31624115,0.100008465
shp-12,spei-9,LSTM,VMD,val,0.898769625,93.21101308,0.21123601,0.29109484,0.08473621
shp-12,spei-9,RNN,EEMD,test,0.969674302,43.72778833,0.14358002,0.17598324,0.030970097
shp-12,spei-9,RNN,EEMD,train,0.96191081,63.55109811,0.13004519,0.17505558,0.030644456
shp-12,spei-9,RNN,EEMD,val,0.945476037,63.68769407,0.15265124,0.2136352,0.045640003
shp-12,spei-9,RNN,None,test,0.665896416,79.42376137,0.43662453,0.5841259,0.34120306
shp-12,spei-9,RNN,None,train,0.775207818,126.9876838,0.2954325,0.42527092,0.18085536
shp-12,spei-9,RNN,None,val,0.776400521,137.5359416,0.32733628,0.4326279,0.18716688
shp-12,spei-9,RNN,VMD,test,0.784189418,71.06536031,0.36418632,0.46946394,0.2203964
shp-12,spei-9,RNN,VMD,train,0.872476965,130.8731675,0.23054546,0.32030922,0.10259799
shp-12,spei-9,RNN,VMD,val,0.884122707,109.0473533,0.23582345,0.3114428,0.09699661
shp-12,spei-9,TCN,EEMD,test,0.943188306,61.88151836,0.19118197,0.24087113,0.058018904
shp-12,spei-9,TCN,EEMD,train,0.926379763,91.79722667,0.17116705,0.24337374,0.059230775
shp-12,spei-9,TCN,EEMD,val,0.896749936,71.90405726,0.21923262,0.29398438,0.086426824
shp-12,spei-9,TCN,None,test,0.547025234,89.10992742,0.5128852,0.6801472,0.46260014
shp-12,spei-9,TCN,None,train,0.740858912,149.256742,0.31635186,0.4566077,0.20849058
shp-12,spei-9,TCN,None,val,0.706465036,177.1613717,0.36089662,0.4956887,0.2457073
shp-12,spei-9,TCN,VMD,test,0.527426749,111.4908814,0.5491528,0.69470507,0.4826151
shp-12,spei-9,TCN,VMD,train,0.701802701,177.0327568,0.37478593,0.48980922,0.23991306
shp-12,spei-9,TCN,VMD,val,0.739628673,152.3825288,0.3644582,0.4668482,0.21794724
shp-2,spei-1,LSTM,EEMD,test,0.452455282,203.7945986,0.6201015,0.7893587,0.6230871
shp-2,spei-1,LSTM,EEMD,train,0.742753297,194.0989494,0.3623672,0.46095482,0.21247934
shp-2,spei-1,LSTM,EEMD,val,0.615042925,86.30657196,0.4486797,0.5830278,0.33992139
shp-2,spei-1,LSTM,None,test,0,99.79166985,0.8369624,1.0838779,1.1747915
shp-2,spei-1,LSTM,None,train,0,105.3122878,0.7234323,0.90936726,0.8269488
shp-2,spei-1,LSTM,None,val,0,99.74381328,0.72996205,0.94466925,0.89239997
shp-2,spei-1,LSTM,VMD,test,0.478867292,171.70614,0.6396882,0.77008516,0.5930311
shp-2,spei-1,LSTM,VMD,train,0.592572391,185.949111,0.44690147,0.58010775,0.336525
shp-2,spei-1,LSTM,VMD,val,0.563624293,129.8616529,0.5024318,0.62074524,0.38532463
shp-2,spei-1,RNN,EEMD,test,0.496914685,240.5972719,0.6294188,0.7566332,0.5724938
shp-2,spei-1,RNN,EEMD,train,0.662941605,233.5649967,0.40601903,0.52763796,0.2784018
shp-2,spei-1,RNN,EEMD,val,0.602447152,122.1725583,0.46293768,0.59248936,0.3510436
shp-2,spei-1,RNN,None,test,0,102.9746294,0.8291405,1.0913148,1.190968
shp-2,spei-1,RNN,None,train,0.01695627,131.3293338,0.70899063,0.90109354,0.8119696
shp-2,spei-1,RNN,None,val,0,97.51424789,0.7098806,0.9412408,0.8859342
shp-2,spei-1,RNN,VMD,test,0.459373295,178.5907865,0.6339312,0.7843562,0.61521465
shp-2,spei-1,RNN,VMD,train,0.537330627,203.1329155,0.48862588,0.6181855,0.38215333
shp-2,spei-1,RNN,VMD,val,0.593583465,105.874002,0.49298465,0.5990579,0.35887036
shp-2,spei-1,TCN,EEMD,test,0,318.0924177,1.0876015,1.2562951,1.5782772
shp-2,spei-1,TCN,EEMD,train,0,178.6656737,0.71592695,0.9163106,0.8396252
shp-2,spei-1,TCN,EEMD,val,0,251.4223576,0.91896147,1.0944873,1.1979026
shp-2,spei-1,TCN,None,test,0,104.6422958,0.831913,1.092587,1.1937463
shp-2,spei-1,TCN,None,train,0.007181406,119.3676591,0.7159773,0.90556246,0.8200433
shp-2,spei-1,TCN,None,val,0,99.02605414,0.7234912,0.95098644,0.90437526
