ORIG,TREND,Imf_0,Imf_1,Imf_2,Imf_3,Imf_4,Imf_5
0.5776127,0.4920195201808467,0.059368034341653636,0.02674684905885232,0.11057705154933646,0.10030973929950669,0.018382889328740326,-0.22979138375893612
0.3725472,0.30489968589590616,-0.009343894628995741,0.07349606375002758,0.11314804037385619,0.10145260355274363,0.01870392761625638,-0.2298092265597942
-0.46518224,-0.510701405187548,-0.04189736627462858,0.08065853951984295,0.11557444831964964,0.10193600082317439,0.019066850377660323,-0.22981930757815058
-0.40009534,-0.4149346519974348,-0.05263869229853062,0.05825583396725182,0.11783888564542074,0.10173289322471561,0.019472027407683754,-0.2298216359491065
0.45504305,0.5102457378659705,-0.08235600573163139,0.01675903397112868,0.11947443332995261,0.1008167614340164,0.019919309938325604,-0.2298162208077625
0.21779113,0.4125156345496221,-0.17114446735208996,-0.03324839126967204,0.11989397442361902,0.09916959748944497,0.020407853448295606,-0.2298030712892197
-0.17190097,0.21441697147512473,-0.31157337121271583,-0.08118297255629599,0.11847640863217658,0.09680752773734908,0.02093666245294034,-0.22978219652857892
-1.1288106,-0.5232476269883036,-0.4892001823139319,-0.1164612406898887,0.11458193640935488,0.09376537777610335,0.021504741467606964,-0.2297536056609411
-1.1096835,-0.3040563612222393,-0.6671699309053668,-0.12849972647159566,0.10756803729798375,0.09008069411498211,0.0221110950076428,-0.229717307821407
-0.6201348,0.24846870843077423,-0.7375531772756814,-0.10689911008711235,0.09697634022544296,0.08579102326326006,0.022754727588394204,-0.2296733121450777
-0.18222682,0.4756496656592289,-0.568673816961125,-0.047034668043780585,0.08308507165731088,0.08093391173021092,0.023434643725208766,-0.22962162776705394
-0.51532614,-0.4132921694964058,-0.07390724671613108,0.03538217863271532,0.06635660744371588,0.07554690602510895,0.02414984793343356,-0.2295622638224369
0.8485552,0.3241452242398172,0.4924829742528366,0.11960201013324331,0.04725332343478609,0.06966755265722856,0.024899344728415488,-0.2294952294463272
0.47669822,-0.22983301484958388,0.6358232297327431,0.18487540664867155,0.026237595480649623,0.06333339813584439,0.025682138625501096,-0.2294205337738259
0.4290007,0.07357267458788358,0.28389029382303843,0.21402275856167335,0.003773935857170171,0.056581988970230125,0.026497234140038305,-0.22933818594003394
-0.04988961,0.11997255572706875,-0.20188757766934864,0.2040247718678255,-0.01954567230252754,0.049450871669660425,0.02734363578737349,-0.22924819508005198
-0.6516034,-0.11417980228258817,-0.4907758215296216,0.15495626213723035,-0.042651408822302776,0.04197759274340946,0.028220348082853564,-0.22915057032898092
-0.47161695,0.12311892208382229,-0.434450048844998,0.0697879517122149,-0.06435452837169478,0.03419969870075142,0.02912637554182635,-0.22904532082192217
-0.5204536,-0.11974786276484124,-0.10925616298199091,-0.03526629166954766,-0.08346628562024273,0.02615473605096056,0.03006072267963811,-0.22893245569397616
-0.047776014,0.10675396362005925,0.26041979396990494,-0.13624249758718177,-0.09879793523748616,0.017880251303311247,0.03102239401163637,-0.22881198408024386
-0.22896063,-0.11245737812107871,0.3879100880402711,-0.20799287793064772,-0.10916073189296403,0.009413790967077925,0.03201039405316771,-0.22868391511582623
-0.3797386,-0.018354742184642402,0.17828448822927795,-0.23157078672370945,-0.11336593025621576,0.0007929015515342981,0.0330237273195796,-0.22854825793582417
-0.45726365,0.25184777399197483,-0.18376399868668783,-0.21247648171481864,-0.110582545424082,-0.007944774817266572,0.03406139832621875,-0.22840502167533852
-1.3145874,-0.3848751502001526,-0.4574278946259029,-0.16098070354413938,-0.10141336456318115,-0.016758483185585687,0.035122411588432226,-0.22825421546947025
-0.32588062,0.5362815531134104,-0.4700049774823558,-0.08784081054896163,-0.08682985670973012,-0.025596451540609633,0.03620577162156718,-0.22809584845332032
-0.41080627,0.08435897676960595,-0.19532357837031136,-0.007011822808806056,-0.06780622126051881,-0.034404177508950966,0.037310482940970835,-0.22792992976198953
-0.7797862,-0.7734204518241022,0.20397415637961602,0.0674248302426346,-0.045316657612337385,-0.04312715871722212,0.03843555006198989,-0.2277564685305787
1.2080103,0.8152462809048833,0.53123858598331,0.1215671874600362,-0.020335365161976256,-0.051710892792035446,0.039579977499971296,-0.22757547389418928
1.3015105,0.7864344321631088,0.6141443860227046,0.1415132876980746,0.006163456693774708,-0.060100877360003954,0.04074276977026236,-0.22738695498792094
0.74892646,0.4848410710545217,0.36570980298314354,0.11875604179207433,0.03313014377666616,-0.06824261004773965,0.04192293138821008,-0.22719092094687612
-0.5420222,-0.3464644522559417,-0.06118926650777649,0.06636784849995252,0.0592131727826145,-0.07608158848185556,0.04311946686916136,-0.22698738090615458
-1.1898798,-0.5564797798588911,-0.45319328076610266,0.002815978560275169,0.0829855556260769,-0.08356331028896367,0.044331380728463224,-0.22677634400085786
-0.96239734,-0.12409688277890918,-0.6162550491739086,-0.05343229728839207,0.10302030422151055,-0.09063327309567691,0.04555767748146275,-0.22655781936608643
-0.30756354,0.3673155730434093,-0.4294543120802656,-0.08654380242447472,0.11789043048337312,-0.09723697452860795,0.04679736164350733,-0.22633181613694153
-0.43185014,-0.28349539122746437,0.09806685952865576,-0.09122173669436362,0.12616894632612166,-0.10331991221436888,0.04804943772994326,-0.2260983434485238
0.4875933,0.20437570768380017,0.5069642066728155,-0.06517721709463689,0.1268100951745159,-0.10883499225667853,0.04931291025611809,-0.2258574104359344
0.081918746,-0.14238716123627537,0.40409502450363194,-0.011295166597306288,0.12029562187746135,-0.11376733005061647,0.05058678373737874,-0.22560902623427395
-0.08556716,0.07387364944840238,-0.02778833890645515,0.05245161342182659,0.10749880432591197,-0.11811975100011451,0.051870062689072266,-0.22535319997864356
-0.32603693,0.14097749375767393,-0.36689588222610414,0.10441180774431125,0.08929549579375833,-0.12189765589204102,0.05316175162654572,-0.22508994080414405
-0.6429537,-0.19860834520714285,-0.34169175680305336,0.12621270652430455,0.06659854377988667,-0.12510644551326455,0.054460855065145884,-0.22481925784587636
0.11066017,0.24787712434870665,0.0062445549311119,0.11260087803707598,0.04046391605248039,-0.1277515206506536,0.055766377520219956,-0.22454116023894125
-0.22285607,-0.24305109273435543,0.2436255679015365,0.061620922453245755,0.011965148081974356,-0.12983828209107637,0.057077323507115085,-0.2242556571184399
-0.04840818,0.1914910413493339,0.09849834157715023,-0.023626290934906143,-0.017829081291881748,-0.13137215505359598,0.05839272197337268,-0.22396275761947293
-0.78006124,-0.14453519519295724,-0.17153227493861886,-0.11983424287120328,-0.04785009322933776,-0.1323586624860524,0.059711699595311016,-0.22366247087714147
-0.5596897,0.1516747758855,-0.1386235999733546,-0.2005869167079179,-0.07702920889064484,-0.13280338295074054,0.06103343866370414,-0.22335480602654623
-0.78489596,-0.23695538967847027,0.09788557028040742,-0.24813384542246525,-0.10429774943605341,-0.13271203189657824,0.06235725835594795,-0.22303977220278803
-0.17609556,0.3965089385056692,0.1001788105814881,-0.25307104759733146,-0.12858703602581367,-0.1320904045850525,0.06368255766200866,-0.22271737854096835
-1.3126976,-0.6024330890069834,-0.05307788779742888,-0.21984140075649972,-0.1490220275571016,-0.13094430843522778,0.06500874772942891,-0.2223876341761875
0.18232001,0.9035421843912081,-0.10823662377022455,-0.16248845734222456,-0.16550223387479576,-0.12927955086616896,0.06633523970575202,-0.22205054824354636
0.40697432,1.013870919014554,-0.05308841465994512,-0.09454075735734369,-0.17812080256069968,-0.12710193929694066,0.06766144473852138,-0.22170612987814609
0.7656217,1.1939931656319345,0.05606344067572681,-0.020679129724628476,-0.18697088119661776,-0.12441728114660708,0.06898677397527989,-0.22135438821508807
0.19921547,0.4415650312618011,0.16508460935951694,0.05662752440316982,-0.19214561736435348,-0.12123138383423297,0.07031063856357064,-0.22099533238947205
-0.5288349,-0.46460514952503906,0.26114468096179655,0.13491030387329925,-0.1937346539786653,-0.11755355944592881,0.07163244965093712,-0.22062897153639976
-1.2527016,-1.3508249082488217,0.3389474511439794,0.21170030753300778,-0.1918141028811197,-0.11340665114099603,0.07295161838492224,-0.22025531479097185
-0.8525803,-1.0815102565216426,0.3852817156593396,0.2845286342295431,-0.18645852162621193,-0.10881505636580793,0.07426755591306905,-0.21987437128828932
-0.10511515,-0.38798696241183916,0.3576431316204183,0.3506807979071282,-0.17774295536342963,-0.10380268497174569,0.07557967338292108,-0.21948615016345308
1.2021672,0.9980944428578489,0.2036706602715589,0.40674127153258544,-0.16574244924226017,-0.09839344681019005,0.07688738194202098,-0.21909066055156376
0.8040956,0.8303432828946079,-0.0927807016085984,0.45017413770851383,-0.15053204841219164,-0.0926112517325214,0.07819009273791247,-0.2186879115877226
-0.3041677,-0.008878245859945743,-0.4165567287105433,0.47872477767221366,-0.13218679802271152,-0.08648000959012077,0.07948721691813795,-0.2182779124070303
-0.9658136,-0.5056745161038168,-0.6223897765851448,0.4901385726609848,-0.11078174322330779,-0.08002363023436884,0.0807781656302414,-0.21786067214458799
0.026662732,0.3990439332561275,-0.5589234757455961,0.4815859573795246,-0.08640380945967875,-0.07326602351664639,0.08206235002176553,-0.21743619993549634
-0.29762217,-0.32641782356275933,-0.1600580605140579,0.4479375804021194,-0.059187443362365394,-0.06623109928833398,0.08333918124025362,-0.2170045049148564
0.44283715,-0.049430024826793886,0.32895729609979285,0.38357322347769535,-0.02936305156536147,-0.058942767400812564,0.0846080704332487,-0.21656559621776894
0.92734015,0.20755111898071477,0.6157533953032712,0.28320898718414866,0.0025026404683689395,-0.0514249377054627,0.08586842874829391,-0.2161194829793349
0.44991836,-0.06242374201487074,0.503347965049725,0.1454833364519136,0.0357588275686198,-0.043701520053665045,0.08711966733293248,-0.2156661743346552
0.021928828,-0.009857075609412923,0.1402842306325434,-0.015612125207392032,0.06975470456518516,-0.03579642429680061,0.08836119733470768,-0.2152056794188307
-0.5623724,-0.10905097166703592,-0.22203424723191886,-0.1822475096368542,0.10383946628785881,-0.02773356028624991,0.08959242990116238,-0.2147380073669623
-0.65474874,0.11671827131501201,-0.4292491611941828,-0.33659292867955903,0.1373623075664348,-0.019536837873393928,0.09081277617984014,-0.21426316731415135
-0.96359986,-0.12680718181845793,-0.41257289389811747,-0.46090251952730443,0.1696724232307069,-0.011230166909613084,0.09202164731828383,-0.21378116839549793
-0.67378175,0.009290262395271228,-0.21999244052095415,-0.5402875574564308,0.20011900811046895,-0.002837457246288377,0.09321845446403645,-0.2132920197461033
-0.36118713,0.06431869241727717,0.029246150869209876,-0.5700689416660525,0.22809270885079272,0.005617381265199898,0.09440260876464143,-0.21279573050106862
0.043462176,0.2331180603987939,0.20805690120381856,-0.5482338730118161,0.25312943706358587,0.014110438773470516,0.09557352136764202,-0.21229230979549477
-0.23982583,-0.16912179088298795,0.21973376678835863,-0.47272883498754015,0.27472438699892776,0.02261780542714293,0.09673060342058103,-0.21178176676448224
