ORIG,TREND,Imf_0,Imf_1,Imf_2,Imf_3,Imf_4
1.2208046,-0.22582856938544713,0.3860701175366954,1.1694004459004455,0.1316293740264333,-0.3634395113890324,0.12297274331090545
1.2129879,-0.37572579615271723,0.42633908218878064,1.268711758773494,0.1356830878184745,-0.36443206857717164,0.12241183594913964
1.1111432,-0.5152570770261156,0.4499201712075393,1.2832809446962103,0.13688984187892791,-0.36553777516231595,0.12184709440575384
1.2647693,-0.2810932578555319,0.45198508460933395,1.2042390936161687,0.13511237308752963,-0.366752610201908,0.12127861674440774
1.2966379,-0.03261689130184373,0.402725084453052,1.0432336340738995,0.13065515010126996,-0.36806557835513903,0.12070650102876146
1.3857708,0.43539309196159703,0.25734485301382326,0.8184328758622897,0.12393354144564797,-0.36946440760583216,0.12013084532247408
0.7267535,0.3103535724588995,0.004045815608215871,0.5483762745353267,0.1153629156461634,-0.3709368259378115,0.11955174768920625
-0.34963092,-0.18971993181804206,-0.26337165991498535,0.2516032856469952,0.10535864122831566,-0.3724705613349006,0.11896930619261709
-0.87918276,-0.243964873736883,-0.42053761484744656,-0.05334663524871842,0.09433608671760428,-0.37405334178092303,0.11838361889636667
-0.84484303,0.0564388042752433,-0.37788654729689425,-0.3482277962222901,0.0827106206395289,-0.37567289525970304,0.11779478386411518
-0.81553316,0.14409195895289373,-0.15440311793985384,-0.6160055619370866,0.0708976115195886,-0.3773169497550635,0.11720289915952174
-0.9145948,-0.03927872512348192,0.1665784994478964,-0.8388418318031152,0.05931242788328283,-0.37897323325082855,0.11660806284624646
-0.9618353,-0.13416834285229418,0.3825512636325279,-0.9939695582934723,0.04837043825611195,-0.38062947373082234,0.11601037298794895
-0.93828124,0.028868770847824226,0.32438673362623643,-1.0631602841070569,0.038487011163574524,-0.3822733991788679,0.11540992764828965
-0.9679978,0.22934071163491995,0.0929747477997147,-1.051214083345426,0.029986736598653266,-0.38389273757878933,0.11480682489092742
-1.1546237,0.21841691395474755,-0.1562499067802607,-0.9683464773111133,0.022829824271513817,-0.38547521691441006,0.1142011627795228
-1.3110046,0.10497357185465665,-0.3347661426485047,-0.824677144163149,0.016880640748815956,-0.38700856516955406,0.1135930393777353
-1.4443979,-0.17561200041493874,-0.372478405844009,-0.6328118226067041,0.012002286444472106,-0.3884805103280448,0.1129825527492246
-1.3431087,-0.45907019422700446,-0.2003562798549657,-0.41423110827436865,0.008057861772394558,-0.389878780373706,0.1123698009576504
0.1329997,0.4707433409463675,0.12538723715581276,-0.18860512402498766,0.004910467146496624,-0.39119110329036183,0.11175488206667264
0.036788568,-0.06773765723998078,0.3578998780304199,0.025470457150754758,0.002423202980690057,-0.39240520706183535,0.11113789413995141
-0.0962328,-0.4117370950603064,0.3886350475400499,0.20939996226217325,0.00045916968888768555,-0.39350881967195056,0.11051893524114619
0.02733228,-0.23889087852171606,0.20397372973779654,0.34795952676953196,-0.0011185323149979318,-0.39448966910453137,0.1098981034339169
0.054744214,-0.01403037485672975,-0.08213114190162665,0.4394125199368889,-0.002446802617054558,-0.3953354833434012,0.10927549678192326
0.028572308,0.15312404222366258,-0.3189005358759851,0.48539411947925065,-0.0036625408033693113,-0.39603399037238385,0.10865121334882505
0.02164876,0.2006916701065165,-0.3731321997810897,0.48754306469032743,-0.004906208038733296,-0.39657291817530316,0.10802535119828224
0.06155506,0.08922140746935796,-0.18060404673387895,0.4488170772134232,-0.006337391606874087,-0.39693999473598257,0.10739800839395447
0.01369264,-0.19620155604899406,0.13099023626478687,0.37739638440965656,-0.008138759586704939,-0.3971229480382458,0.10676928299950143
0.14641686,-0.1449226232676799,0.31004162644134936,0.28276594967492447,-0.010497859861260275,-0.3971095060659168,0.10613927307858317
0.35440123,0.19491900586283048,0.28956809466217814,0.17489568989652676,-0.01360224031357565,-0.3968873968028191,0.10550807669485932
0.12155904,0.2791525760490273,0.08591913317107401,0.06569533592737006,-0.017639448826684577,-0.39644434823277647,0.1048757919119897
-0.7735324,-0.29352301780625356,-0.13324634947590955,-0.03244042788823543,-0.022797033283622613,-0.3957680883396128,0.10424251679363399
-0.37686548,0.22297459282917373,-0.1722226183520693,-0.1071169172059809,-0.029262541567424503,-0.39484634510715133,0.10360834940345238
-0.29867545,0.2636489205541563,-0.08583968170203131,-0.14856770857688884,-0.03722352156112408,-0.3936668465192162,0.10297338780510414
