ORIG,TREND,Imf_0,Imf_1,Imf_2,Imf_3,Imf_4
0.61562705,0.6761450404999999,0.19694211206137233,-0.02846167311723792,0.05770456291008094,-0.3553799927879629,0.06867700043374755
0.1656326,0.21901778675283054,0.3094999429706232,-0.14013027124180086,0.06496803359705951,-0.3561934720917351,0.06847058001302266
-0.54073775,-0.5038251737858791,0.4211025249480553,-0.23971648773416376,0.0699016989818727,-0.3564312406314713,0.06823092822158625
-0.6659008,-0.6717091261723755,0.5386793446656709,-0.3168910287792207,0.07213879600055456,-0.35607667573738283,0.06795789002275363
0.4920438,0.4129971199970802,0.6565205633354866,-0.3613246005618654,0.07131740443974892,-0.3551184293726439,0.06765174216219362
0.80454695,0.6799231263487053,0.7064685209470403,-0.36268790926699185,0.06709506808319962,-0.35356472544311707,0.06731286933116366
0.47058937,0.3883078869598057,0.6218317958449516,-0.3143703434191212,0.059307375477361646,-0.3514290010839186,0.06694165622092085
-0.59986603,-0.5413866835958956,0.39986163910209627,-0.22463602090127952,0.048481333897181275,-0.34872478602482515,0.0665384875227227
-0.9870094,-0.6884554181438926,0.050958839996738316,-0.10546774193612127,0.03531678215106317,-0.34546560999561376,0.06610374792782603
-0.57233703,0.014848222729078053,-0.3628233244316162,0.03115169325369939,0.020513559047411617,-0.3416650027260613,0.06563782212748843
-0.062565885,0.6106999540235353,-0.5790814277307175,0.1732394844455288,0.004771503394630911,-0.3373364939459445,0.06514109481296701
-0.84542024,-0.5195061645307002,-0.3527307699287224,0.305905903167818,-0.01120954599887437,-0.3324936133850403,0.06461395067551913
0.6825277,0.3961790447908396,0.1735380139471463,0.4026335079534377,-0.026729750324700104,-0.32714989077312545,0.06405677440640195
0.26274693,-0.2690858038531971,0.39677298068437944,0.43399792908636375,-0.04108927077444176,-0.321318855839977,0.06346995069687268
0.17494355,-0.06977986483220712,0.17155568439812982,0.37898324233874003,-0.0536553378274797,-0.31501403831537167,0.06285386423818862
-0.07958117,0.11790882838833468,-0.13759377650190616,0.2502073054353829,-0.0640634591143323,-0.3082489679290863,0.06220889972160714
-0.5974151,-0.11855018518253446,-0.23604339228092766,0.06869642158927745,-0.07201621155330276,-0.30103717441089783,0.06153544183838538
-0.40064,0.15109897673551073,-0.10116000540460802,-0.14080448705740545,-0.07721347055314332,-0.29339488900013433,0.060833875279780375
-0.70426714,-0.17613954721599898,0.11333219806678564,-0.3368709211291074,-0.07934430548440002,-0.28534914897432917,0.06010458473704987
-0.38440716,0.1719925001778883,0.21205943050762024,-0.47278226825832353,-0.07809401333544004,-0.27693076399319566,0.05934795490145069
-0.88513094,-0.15019749144635874,0.07515319734320056,-0.5273325815500052,-0.07314360760411633,-0.2681748272069606,0.058564370464240435
-0.8926124,0.032970657869980345,-0.1560954384242423,-0.5037735687645191,-0.0643507641594153,-0.2591175026384796,0.057754216116675874
-0.8381994,0.16495743162465135,-0.3486015383576634,-0.4093941236610221,-0.05228409184537233,-0.2497949543106084,0.05691787655001485
-1.1045016,-0.24790336583661107,-0.38033868647510155,-0.2543820051478145,-0.0376899327497846,-0.24024334624620247,0.05605573645551406
-0.19070786,0.3847534774946409,-0.3172570558157709,-0.06155899077473428,-0.021314628960449257,-0.23049884246811753,0.05516818052443104
0.08997217,0.28069595271567516,-0.1623432898350895,0.1418660432357641,-0.003904522565163859,-0.22059760699920902,0.0542555934480231
-0.41921476,-0.7013137176909848,0.09720576169619684,0.32835659559129876,0.01379404434827428,-0.21057580386233238,0.05331835991754736
0.82430977,0.08597837246201609,0.3850332353025109,0.47037616499948737,0.031034729692068115,-0.20046959708034354,0.05235686462426107
1.8526479,0.8708236581069276,0.5333084587633808,0.5403882501679477,0.047071191378420044,-0.19031515067609775,0.05137149225942173
1.6967584,0.829240306543637,0.41660907709940415,0.5194987133352489,0.061196304179874525,-0.18014862867245077,0.050362627514286294
0.6621923,0.15478755157152538,0.13183760726651225,0.4233144282158208,0.07292825295828775,-0.17000619509225823,0.04933065508011186
-0.5656515,-0.6548955223258235,-0.1570169948548576,0.2758108614632623,0.08209821002763816,-0.15992401395837552,0.048275959648156265
-0.512839,-0.2792301446373418,-0.3203703594117546,0.10089503708322903,0.0886057903498495,-0.1499382492936583,0.04719892590967609
