ORIG,TREND,Imf_0,Imf_1,Imf_2,Imf_3,Imf_4,Imf_5,Imf_6
1.3692622,0.10396002385176165,0.06922465747733836,1.2453223500397177,0.10401073355256528,-0.05146105223090742,-0.14547753643537964,0.07844537054667187,-0.011714523791471133
1.2183383,-0.014960478114369432,-0.0028931059969026984,1.2817580008101541,0.10495119649648701,-0.05269457302547464,-0.14698781100015873,0.07841503116327439,-0.01185150692386463
1.1184981,-0.014746586161392506,-0.06749601509048384,1.280799474819964,0.10221957428282737,-0.05429571964390797,-0.1484610236038138,0.07837658853441404,-0.011987703694584928
1.0996393,-0.006902510737492751,-0.05688193665788096,1.237640147945672,0.09590238340477093,-0.05625820133700769,-0.1498947298392099,0.07832999438992835,-0.012123106698856079
1.067777,-0.09930783281779934,0.04598468270226893,1.1475802214814685,0.086454889496459,-0.058562925381279746,-0.15128638784901277,0.07827518701529808,-0.012257708531902334
1.182571,0.10871944071225245,0.15889072983528962,1.008280063845389,0.0744540055739877,-0.061186813152813074,-0.1526334652571321,0.07821209617898411,-0.01239150178894779
0.9168634,0.02666455912979555,0.18445648092092765,0.8216213217677941,0.06048097232110391,-0.06410554311222824,-0.15393350783625023,0.07814065025871675,-0.012524479065216499
0.5195306,-0.06013451808415668,0.12809643487594297,0.5951663759074817,0.04510127735350709,-0.06729416182731725,-0.15518405131582874,0.07806077594504009,-0.012656632955932601
0.23819816,-0.04218854234495315,0.04517602038058752,0.3413714904346363,0.028875795627736317,-0.07072726909958565,-0.15638261465717704,0.07797238847611873,-0.012787956056320233
0.032085165,0.125311134945209,-0.04951426811825096,0.07652220271184436,0.01236455127014321,-0.07437934287853959,-0.15752668243763723,0.07787538258839584,-0.012918440961603545
-0.5229115,-0.02532444335133831,-0.13725799526162313,-0.1820530322058407,-0.0038727700413914655,-0.07822493679515759,-0.1586136129313137,0.0777696483146807,-0.01304808026700659
-0.86270946,-0.08705074018005178,-0.15587340541744055,-0.41874577062291285,-0.01927708349335303,-0.0822379299008145,-0.15964071995139004,0.07765507649341492,-0.013176866567753543
-0.93049216,-0.0045837849009439146,-0.07037293337994076,-0.6216568878766503,-0.03328771230686301,-0.08639166121898288,-0.16060517367867067,0.07753156215221699,-0.01330479245906856
-0.88833374,0.08567679353246652,0.06075973508993729,-0.7836489191677145,-0.045346097469939686,-0.0906586371972872,-0.16150394396447582,0.07739900426398491,-0.013431850536175637
-0.9386308,0.03908727799368759,0.14004358270281975,-0.8992667334139997,-0.05489230376740593,-0.09501114853233457,-0.1623337743692136,0.07725730550195889,-0.013558033394298974
-1.1377109,-0.06694484385218044,0.13930834557411717,-0.964765476180252,-0.06136286871607032,-0.09942180982263146,-0.16309109989065898,0.07710639037831978,-0.01368333362866272
-1.1893044,-0.0014017555554330173,0.0885259154364249,-0.9754455041758946,-0.06431130788412742,-0.10386372642475734,-0.16377215016736332,0.07694619089709148,-0.013807743834490904
-1.1963217,0.04921692332549703,-0.023509766170015368,-0.9229754118117297,-0.06370634841879605,-0.10831281854882813,-0.16437304749738296,0.07677664646378367,-0.013931256607007747
-1.141687,0.11103738804125368,-0.205851858404922,-0.8014034045219816,-0.05991291619689845,-0.11274770153956361,-0.1648899015713688,0.07659769833427765,-0.014053864541437245
-1.0711963,0.18613173777482608,-0.3656158575488988,-0.6130935618624871,-0.05353605949978471,-0.11714897228269898,-0.1653188907343629,0.07640928814740233,-0.014175560233003615
-1.1923871,-0.2580314822040043,-0.3083531658516273,-0.37261967840061005,-0.04523902288658548,-0.12149893547854157,-0.16565619519402128,0.07621135952099116,-0.01429633627693101
-0.8835021,-0.5347488088149399,0.02157422649174126,-0.10874432631705495,-0.03568312910793587,-0.1257811272374163,-0.1658979494756867,0.0760038586934436,-0.014416185268443493
0.857748,0.5764087761589587,0.3814096305821557,0.14185110728443612,-0.02552752069071561,-0.12997985604651213,-0.1660403361630566,0.07578673494443165,-0.014535099802765194
0.2345057,-0.21203676641223648,0.34171659953750494,0.343900259913627,-0.015428020735321209,-0.13408166635692098,-0.1660795729445444,0.07555994119843329,-0.014653072475120233
-0.011240347,-0.2537058057297959,0.02226435393884403,0.47598642598230984,-0.006043995915120627,-0.1380750973108299,-0.16601192782367272,0.07532343283068871,-0.014770095880732706
0.060689956,0.007613268286119445,-0.22839794281309436,0.5321759467783326,0.0019439422193877206,-0.14195008194368108,-0.16583368642129656,0.07507717046786544,-0.014886162614826809
0.06773107,-0.0001293588901149634,-0.23584906724933688,0.5147908030244936,0.007945018854288175,-0.14569658819759523,-0.16554111292095033,0.07482111277852352,-0.015001265272626551
0.06469125,-0.11428663370977009,-0.05547987445875769,0.4366900089287126,0.011611874421956556,-0.14930361841816667,-0.16513043703448294,0.07455522432546101,-0.01511539644935618
0.18717465,-0.09362590187378675,0.17495611227666238,0.3197346119607543,0.012950735322319414,-0.152762808439128,-0.164597711682026,0.07427947148393015,-0.015228548740239673
0.32812604,0.11031094976660072,0.26269172952850484,0.1894251526334637,0.012053965874080792,-0.15606793621479084,-0.16393893947402272,0.07399382080354422,-0.015340714740501249
0.31301022,0.4171288060078233,0.06732847679653961,0.06707603571175366,0.00903099682789288,-0.15921624765065095,-0.16315006829635822,0.07369823953136075,-0.01545188704536501
-0.972567,-0.4594563935586217,-0.22672501042936083,-0.03120616436496678,0.004039185713415093,-0.16220778058521382,-0.16222702208121312,0.07339269535502091,-0.0155620582500551
-0.28907824,0.25660610614743545,-0.21666111176587258,-0.09347941271359612,-0.0027216789306884147,-0.16504537331085647,-0.1611658626406641,0.07307715702705496,-0.015671220949795533
-0.40226617,-0.04948679626841587,0.012534603007672894,-0.11979472948156152,-0.010874375569774225,-0.16773472186645336,-0.15996276007345517,0.07275159375137695,-0.01577936773981057
-0.14207925,0.1471222158732955,0.1432718092802992,-0.12207773205946347,-0.019768360040820693,-0.1702829633354376,-0.15861401233680675,0.07241597605155681,-0.015886491215324205
-0.28045863,0.012478165738965595,0.12160408134563261,-0.11361043331240932,-0.028660037235049677,-0.17269810791820447,-0.15711612947568165,0.07207027695237235,-0.01599258397156067
-0.40805435,-0.05396343382136466,0.043475419798516705,-0.10223059194736227,-0.036910918726168876,-0.1749885617944997,-0.15546570138310303,0.07171447005761303,-0.016097638603744035
